"p_val"	"avg_logFC"	"pct.1"	"pct.2"	"p_val_adj"
"RPS26"	4.1573504200136e-115	0.309722585825609	1	1	9.8159200766941e-111
"POLR2L"	1.0366508377674e-97	0.472678904314967	1	0.999	2.44763629305261e-93
"RPL36"	6.55743049899829e-91	0.375125667663638	1	0.998	1.54827491511849e-86
"COX8A"	5.124392269918e-89	0.354157863339891	1	1	1.20992025885034e-84
"RPL35"	3.41097061260537e-87	0.252569661879953	1	1	8.05364271342254e-83
"RPL7A"	9.82294815828923e-86	0.259337015671606	1	1	2.31929628965367e-81
"GAPDH"	1.31344415491513e-82	0.269547742414902	1	1	3.10117299417011e-78
"COX7C"	6.9138408075662e-80	0.269047753451719	1	1	1.63242695307446e-75
"RPS29"	3.20554053956649e-74	0.297398385221098	1	1	7.56860176797044e-70
"UBL5"	8.62806742054667e-72	0.282428059045796	1	1	2.03717299866527e-67
"RACK1"	7.06352807323981e-70	0.250713734922644	1	1	1.66776961337265e-65
"ATP5F1E"	1.13319907693586e-69	0.253255692156755	1	1	2.67559634055326e-65
"COX7A2"	1.86041940091069e-69	0.259404527923708	1	1	4.39263624749022e-65
"PARK7"	6.96076187629091e-67	0.275088007671087	1	1	1.64350548661105e-62
"COPS9"	2.1596935838421e-66	0.31468203865032	1	0.999	5.09925252080959e-62
"EIF3G"	2.52382402741333e-63	0.310792140760031	1	0.998	5.95900091112562e-59
"COPE"	1.48459972687218e-62	0.295768047489366	1	0.996	3.5052884151179e-58
"COX6B1"	6.08848545984591e-62	0.272836726792936	1	1	1.43755230192422e-57
"OAZ1"	2.05252875265016e-61	0.310465318622153	1	1	4.8462256378823e-57
"PSMD8"	1.44913675288676e-59	0.282463772363888	1	1	3.42155678724092e-55
"TPI1"	1.35613083641786e-57	0.269148574570756	1	1	3.20196051786621e-53
"ATP5MG"	3.28731557668248e-57	0.25614724976049	1	1	7.761680808105e-53
"KRTCAP2"	6.78888486247763e-56	0.361164368737727	0.997	0.986	1.60292360487959e-51
"CSTB"	1.8268207600685e-55	0.369719733746991	0.999	0.997	4.31330649659773e-51
"SPINT2"	2.49632902946948e-55	0.264786160028572	1	1	5.89408247148039e-51
"SLIRP"	2.55207297697307e-55	0.261992186446315	1	1	6.02569950593112e-51
"ATP5ME"	1.1943513138634e-52	0.313316122870461	1	0.997	2.81998288716288e-48
"UQCR10"	1.49114877967292e-52	0.318363008563896	0.999	0.999	3.52075138368574e-48
"NDUFC2"	8.28555234878976e-52	0.286208952836736	1	1	1.95630176507275e-47
"ATP5PO"	1.08751131410402e-51	0.268585884902866	1	1	2.56772296373101e-47
"UBE2V1"	1.82153246120304e-51	0.279309896612847	1	0.998	4.3008202941465e-47
"RPL28"	2.16410188794129e-51	0.255734976908741	1	1	5.10966096761819e-47
"OST4"	3.79532298623982e-51	0.266015143415491	1	1	8.96113710281084e-47
"NDUFA1"	8.26228781106978e-51	0.321174902589837	0.991	0.977	1.95080877507169e-46
"RPL31"	3.2789323256835e-50	0.283629792293299	1	1	7.7418871141713e-46
"TNFRSF12A"	4.74975891076479e-50	0.479174658427848	0.964	0.875	1.12146557642067e-45
"SLC25A5"	1.54834129343232e-49	0.265136678954748	0.999	1	3.65578862792304e-45
"ELOB"	2.49732698691083e-49	0.261426646852339	1	0.998	5.89643874879517e-45
"UQCRQ"	2.56845491999695e-49	0.309295125872136	0.999	0.994	6.06437891160479e-45
"MRPL41"	2.77277530948536e-49	0.468571969679977	0.929	0.812	6.54679978322588e-45
"CCT8"	1.10440164677169e-48	0.277800706126956	1	0.997	2.60760272819263e-44
"MRPS12"	1.66485701434284e-48	0.358122081431931	0.987	0.967	3.93089389656489e-44
"ATP5MPL"	5.16296998436603e-48	0.266338907132772	1	1	1.21902884300866e-43
"MDH2"	2.91393733309529e-47	0.272124095096055	0.998	0.994	6.88009743717129e-43
"EEF1D"	1.0414527758241e-46	0.30123938869919	0.998	0.993	2.45897414899828e-42
"RPS20"	1.63107887175882e-46	0.258858139986531	1	1	3.85114032410975e-42
"PHB"	4.06394814940778e-46	0.290885018169578	1	0.995	9.59538797556672e-42
"NDUFA6"	4.0988617757668e-46	0.322356797088361	0.993	0.964	9.67782253876299e-42
"DBI"	6.69706123401821e-46	0.298643496529064	0.995	0.989	1.58124312796404e-41
"ATP5MF"	9.27375843328881e-46	0.283150884102258	1	0.997	2.18962710368382e-41
"TMEM208"	1.10439192533687e-45	0.331903413157325	0.978	0.935	2.60757977491288e-41
"NDUFA4"	1.41015463077641e-45	0.253214432832295	1	1	3.32951609872619e-41
