"p_val"	"avg_logFC"	"pct.1"	"pct.2"	"p_val_adj"
"RPL37"	2.93860825569961e-75	0.300952667641219	1	1	6.93834795253235e-71
"RPL37A"	1.07909462573965e-70	0.303398238394119	1	1	2.54785032083389e-66
"RPL39"	1.77213683420299e-70	0.294355590510178	1	1	4.18419227923669e-66
"RPS29"	1.00453972080662e-68	0.292954848137456	1	1	2.3718187347965e-64
"RPS21"	2.54051538048696e-63	0.28390474330075	1	1	5.99841086486777e-59
"RPS27"	4.49074595309305e-63	0.340415481041378	1	1	1.0603100269848e-58
"RPL41"	1.36065350426137e-62	0.274241715465662	1	1	3.21263898891153e-58
"RPS28"	4.42492997478488e-53	0.288868133374858	1	1	1.04477021634646e-48
"SCD"	1.5737697858717e-49	0.620068334602808	0.994	0.987	3.71582784142166e-45
"RPL34"	2.20553581053542e-49	0.291784272547947	1	1	5.20749060225518e-45
"TUBA1A"	2.50761096731329e-42	0.55923981573047	0.951	0.858	5.92072025492342e-38
"SNHG5"	2.90895301293351e-39	0.336811794585032	0.998	0.996	6.86832895883731e-35
"TMSB10"	5.58992133747791e-34	0.250725339829359	1	1	1.31983632699191e-29
"PEG10"	2.68952276087348e-33	0.473844639256359	0.928	0.835	6.35023219069838e-29
"SEC61G"	1.18272769765566e-32	0.262403483550071	1	1	2.79253836693477e-28
"AAMDC"	3.36024101426687e-29	0.289389476769963	1	0.998	7.9338650587855e-25
"FADS2"	4.98125913361272e-28	0.394429517564906	0.951	0.862	1.1761250940373e-23
"SNHG6"	6.25425280855069e-26	0.267984984405523	1	0.998	1.4766916306269e-21
"FASN"	7.13818508352311e-25	0.349066921822784	0.992	0.982	1.68539688007064e-20
"INSIG1"	7.72582792109187e-24	0.324892625754445	0.575	0.27	1.824145230449e-19
"FADS1"	2.21135480820546e-22	0.340257413406884	0.983	0.947	5.22122983765392e-18
"PSAP"	4.93045102221221e-21	0.301946268760577	0.998	0.987	1.16412879085452e-16
"MT-CO2"	1.69298236237922e-20	0.375980858808515	1	1	3.99730065581357e-16
"GAS5"	2.39570822450574e-20	0.306533347627575	1	0.989	5.6565066888805e-16
"TTC3"	4.1694371514886e-20	0.278026610697462	1	0.998	9.84445805837973e-16
"TXNIP"	1.99818857748194e-19	0.423724226917919	0.681	0.414	4.7179230502926e-15
"DLL3"	2.49545534635034e-19	0.314039712294296	0.583	0.318	5.89201961826778e-15
"SLC38A2"	5.13788374822726e-19	0.324602469572355	0.972	0.946	1.21310573179394e-14
"SEC62"	5.67744391213285e-19	0.2785924233375	0.991	0.984	1.34050128209369e-14
"LSS"	4.8313846814496e-18	0.329242152149826	0.683	0.439	1.14073823713706e-13
"GRN"	5.43758914244859e-17	0.264113985301867	0.977	0.936	1.28386917242354e-12
"HMGCS1"	6.40499836587155e-17	0.354615521376959	0.981	0.973	1.51228416416593e-12
"CERS6"	6.58498468339482e-17	0.254787202094684	0.584	0.33	1.55478073359635e-12
"ZKSCAN1"	1.10363112952091e-16	0.263248125834174	0.894	0.815	2.60578345991181e-12
"MT-ND3"	1.50807655154792e-16	0.320523290506941	0.998	1	3.56071954585979e-12
"SREBF2"	5.73430947951543e-16	0.265354930509622	0.63	0.405	1.35392781120839e-11
"DHCR24"	6.13694484438085e-16	0.28841371040494	0.996	0.98	1.44899404720676e-11
"KCNK6"	8.18332352462423e-15	0.273167304210533	0.588	0.359	1.93216451739903e-10
"EFNB2"	1.00180420711684e-14	0.270550291034432	0.85	0.735	2.36535991342357e-10
"RBP7"	2.60469374677065e-14	0.314529278426099	0.398	0.196	6.14994240550019e-10
"XIST"	3.74377399781966e-14	0.273302575650528	0.82	0.721	8.839424786252e-10
"CBX5"	5.83202417762682e-14	0.254581126279052	0.973	0.976	1.37699922857947e-09
"TUBB2B"	1.21827374786349e-13	0.322453808407674	0.7	0.497	2.87646614608049e-09
"SQLE"	1.56686200995296e-13	0.292219421098136	0.975	0.933	3.69951789169993e-09
"ZNF503"	1.76528160526556e-13	0.262345002587845	0.951	0.926	4.16800639819252e-09
"MT-CO1"	3.97872124669021e-13	0.284557526566811	1	1	9.39415873556026e-09
"ITGB5"	5.8935241318105e-13	0.273498675617791	0.619	0.41	1.39151998276178e-08
"NEAT1"	2.61048736670346e-12	0.378202069525556	0.998	0.996	6.16362172152353e-08
"TSTD1"	3.23267294305017e-12	0.265695650721771	0.879	0.811	7.63266408583577e-08
"IGFBP2"	5.49396581486062e-12	0.281631413628932	0.985	0.98	1.29718026854674e-07
"SNHG25"	8.75502584220205e-12	0.274573698389463	0.966	0.927	2.06714915160233e-07
"UPK1B"	1.61886422393983e-11	-0.315495897352723	0.816	0.911	3.82230031914432e-07
"MUC1"	2.32244501962162e-11	0.338408303311254	0.787	0.675	5.4835249358286e-07
"LAMA3"	5.08484036611666e-11	-0.27894827500525	0.59	0.768	1.20058165884381e-06
"MSMO1"	8.49926723284193e-11	0.265229830287122	0.896	0.844	2.00676198634631e-06
"TMCC3"	1.30575781155961e-10	0.268476427700937	0.863	0.779	3.08302476887341e-06
"SOX11"	2.20363081676709e-10	0.254887331261393	0.765	0.652	5.20299272146878e-06
"CP"	2.29047574732951e-10	0.276480685671717	0.97	0.947	5.40804228701971e-06
"KCNQ1OT1"	6.35302597314641e-10	0.253017863515077	0.939	0.917	1.5000129625196e-05
"LHX1"	2.64352991454581e-09	0.251394595675138	0.913	0.9	6.24163848123411e-05
"MALAT1"	5.49614011796716e-09	0.293612795128321	1	1	0.000129769364325323
"FOS"	9.83633287295082e-09	0.251070075526101	0.795	0.748	0.000232245655463242
"CRYAB"	2.47227112229593e-06	-0.296578355566163	0.713	0.8	0.0583727934685292
"ARL6IP1"	3.1918273185111e-06	0.295654079570058	0.909	0.886	0.0753622348173657
