"p_val"	"avg_logFC"	"pct.1"	"pct.2"	"p_val_adj"
"NDUFA3"	1.44253870244236e-44	0.382171687181322	0.993	0.94	3.40597813033666e-40
"POLR2L"	2.55061358221378e-43	0.410138109024994	1	1	6.02225372896495e-39
"ROMO1"	6.29470187281496e-43	0.389575092664552	0.997	0.966	1.48624205919034e-38
"PIN1"	1.73649456330971e-39	0.364950947975441	0.805	0.409	4.10003731343056e-35
"UROS"	7.52008828181484e-37	0.373176970771096	0.707	0.338	1.7755680442193e-32
"VPS28"	2.26496405480033e-36	0.362619401104354	0.769	0.376	5.34780662978907e-32
"NIPSNAP1"	3.36225373765161e-34	0.341217342694278	0.833	0.475	7.93861729996922e-30
"AAMDC"	1.5180800891889e-33	0.388489425314925	0.972	0.915	3.58433889858392e-29
"PSMD4"	1.16085208598495e-32	0.314160475399382	0.998	0.994	2.74088786021908e-28
"C7orf50"	6.59392068058579e-32	0.319958071850703	0.788	0.417	1.55689061189311e-27
"AGTRAP"	7.83725839824083e-32	0.30809360821222	0.716	0.344	1.85045508040864e-27
"SUGT1"	8.4063655151364e-32	0.2904780696863	0.733	0.365	1.98482696177886e-27
"H1FX"	1.15367704928814e-31	0.383523857005196	0.998	0.984	2.72394688107422e-27
"STARD10"	8.41589307856712e-31	0.366175263493531	0.836	0.484	1.98707651478048e-26
"MEA1"	9.16839326721926e-31	0.306184170298629	0.709	0.352	2.16474933432314e-26
"POLD2"	1.18273040770692e-30	0.333986177868993	0.75	0.396	2.79254476563681e-26
"HINT2"	1.85157289809073e-29	0.307429876689368	0.747	0.395	4.37174876968202e-25
"PSMB1"	7.21530101569246e-29	0.283769916326381	0.998	0.988	1.70360472281515e-24
"NDUFA6"	7.3149426514797e-29	0.288382524929457	0.998	0.984	1.72713110944087e-24
"MRPL40"	1.42658186955204e-28	0.306727725942343	0.971	0.885	3.36830245219933e-24
"MRPS7"	1.59384685853167e-28	0.281896380339873	0.998	0.987	3.76323181767912e-24
"YEATS4"	1.82374031421164e-28	0.265379154188999	0.702	0.348	4.3060332558851e-24
"FAM50A"	2.90903554065741e-28	0.310799881567086	0.767	0.417	6.86852381504621e-24
"MAF1"	3.24862592309649e-28	0.332684295050724	0.972	0.864	7.67033066702312e-24
"CENPS"	3.29254767242266e-28	0.287239888053685	0.705	0.363	7.77403430935714e-24
"CMC1"	6.97837135087255e-28	0.283401521121878	0.759	0.398	1.64766325965452e-23
"TMEM258"	7.45236523231935e-28	0.281812283887358	1	0.993	1.75957795500292e-23
"EIF3G"	8.21694855810379e-28	0.26503821682645	1	1	1.94010372405389e-23
