"p_val"	"avg_logFC"	"pct.1"	"pct.2"	"p_val_adj"
"RPL39"	8.45356997077251e-181	0.314526349208823	1	1	1.9959724057991e-176
"RPL37"	1.56655297775876e-180	0.327349281540824	1	1	3.6987882357862e-176
"RPS29"	1.19287812734079e-162	0.286493013976761	1	1	2.81650454646435e-158
"RPL37A"	4.77334746672412e-153	0.310522555508649	1	1	1.12703507036823e-148
"RPS27"	3.28171954709281e-143	0.359346418307019	1	1	7.74846802264084e-139
"RPL34"	2.37297917912746e-132	0.316278062046429	1	1	5.60284113983785e-128
"RPS28"	2.12486921325494e-129	0.288463373509869	1	1	5.01702869941623e-125
"RPS21"	1.74571022554314e-123	0.280317066835251	1	1	4.1217964135299e-119
"SCD"	1.00638604703759e-120	0.525284606038663	1	0.996	2.37617809566045e-116
"RPL41"	1.51200167210228e-118	0.257947274154942	1	1	3.56998714800069e-114
"RPL36A"	1.61695922267692e-99	0.259878140651011	1	1	3.81780242066247e-95
"SNHG5"	8.01533284013899e-71	0.312032075504703	0.997	0.996	1.89250023688522e-66
"SNHG6"	7.92124585195152e-69	0.310018625040194	1	1	1.87028535810427e-64
"TUBA1A"	4.39000723249489e-62	0.514865854123364	0.934	0.803	1.03652460766437e-57
"PEG10"	4.65726675230462e-61	0.477553077987589	0.961	0.848	1.09962725288664e-56
"FADS2"	3.26027833130019e-52	0.381224386809037	0.953	0.869	7.69784316803288e-48
"HMGCS1"	1.06155449215396e-50	0.511824342569103	0.984	0.96	2.50643631142472e-46
"UPK1B"	4.85351442691033e-48	-0.493364437798895	0.802	0.936	1.1459632913378e-43
"FASN"	3.05432276790412e-43	0.316675828845242	0.995	0.987	7.21156148729842e-39
"FADS1"	3.14923053393376e-43	0.300433887971038	0.999	0.99	7.43564821367101e-39
"LSS"	5.13609975648374e-31	0.34056103874629	0.748	0.587	1.21268451350338e-26
"LAMA3"	7.13379352767865e-31	-0.409390332040537	0.615	0.777	1.6843599898202e-26
"GAS5"	1.21860454455378e-27	0.28718036514937	0.991	0.976	2.87724719014592e-23
"ANXA1"	4.49776014304819e-25	-0.352747730464809	0.859	0.921	1.06196614737511e-20
"ACLY"	1.01529911589502e-24	0.265783629063171	0.828	0.701	2.39722274253973e-20
"FDFT1"	2.62970334428388e-24	0.267261089649087	0.984	0.952	6.20899256618868e-20
"TSTD1"	1.07908807637623e-23	0.263959331367685	0.852	0.739	2.54783485713192e-19
"INSIG1"	2.57403488637326e-21	0.265765236156974	0.692	0.54	6.0775537702159e-17
"TXNIP"	1.96278752547554e-20	0.279902039375683	0.574	0.376	4.63433762640031e-16
"MSMO1"	1.25344818787835e-17	0.277252024532384	0.9	0.837	2.95951651639957e-13
"CCND1"	1.63734513872513e-16	-0.294685218108587	0.824	0.89	3.8659356070439e-12
"IGFBP2"	3.30155041034512e-14	0.251626354864055	0.974	0.951	7.79529067386586e-10
"SNHG25"	1.30433216213562e-13	0.264317849750048	0.936	0.905	3.07965866801841e-09
"FST"	5.20023188422861e-11	0.312809567593567	0.321	0.202	1.22782675018522e-06
