"p_val"	"avg_logFC"	"pct.1"	"pct.2"	"p_val_adj"
"CDH6"	3.2315693067863e-157	-2.24167357626541	0.392	1	7.63005829025314e-153
"ZFAS1"	2.49820671299166e-151	2.17955150605404	1	1	5.89851587004461e-147
"TPT1"	2.6133057355458e-151	-1.44826112421063	1	1	6.17027617219719e-147
"RAB11FIP4"	2.00253263839997e-150	-1.87462119755607	0.293	0.977	4.72817981252617e-146
"SNHG17"	7.39885655215889e-150	2.2248846632665	0.998	0.578	1.74694402053024e-145
"EEF1A1"	5.49066941957642e-149	-1.16673426580174	1	1	1.29640195665619e-144
"MT2A"	2.39557213747058e-148	3.16014418848706	1	0.896	5.65618537378179e-144
"RPLP0"	2.81610405745375e-148	-0.857627648290631	1	1	6.64910329005404e-144
"RPL10A"	6.63866352769012e-148	-1.23774785390742	1	1	1.56745484552291e-143
"SCD"	7.99436967898261e-148	-1.79298597348225	0.73	1	1.88755062490458e-143
"RPL3"	8.02501674313754e-148	-1.2098035859556	0.998	1	1.8947867032222e-143
"CCNI"	4.0175322929601e-146	-1.11717601516813	0.991	1	9.4857954969081e-142
"SNHG7"	7.16417248830264e-146	1.66203316495001	1	0.987	1.69153276621314e-141
"GAS5"	8.58895725391771e-146	1.62024925822868	1	1	2.02793869722251e-141
"RPL28"	1.08179939843018e-145	-0.966790633749894	1	1	2.5542365596335e-141
"ARPC1B"	1.89359461895579e-145	-1.53142833673255	0.91	1	4.47096625481651e-141
"SNHG1"	3.60562184389632e-145	2.05611124943759	0.995	0.725	8.51323373562361e-141
"EPB41L4A-AS1"	4.44891723616722e-145	1.4821098082467	0.998	0.775	1.05043384863144e-140
"RPS3A"	1.87139350396154e-144	-0.841404365385017	1	1	4.4185472022036e-140
"RPL10"	3.69990804073515e-144	-0.877311643493681	1	1	8.73585287497976e-140
"SNHG15"	5.56431559696508e-144	2.05571455565832	0.995	0.777	1.31379055559943e-139
"ARHGAP29"	8.93781404025205e-144	-1.59654772263043	0.961	1	2.11030727304391e-139
"RPS14"	2.38769657456831e-143	-0.791683146324203	1	1	5.63759038221324e-139
"RPL13"	7.52175329058076e-143	-0.861665224603585	1	1	1.77596116943902e-138
"MT1X"	4.20615356644191e-142	2.82144815134392	0.993	0.785	9.931149185726e-138
"EEF1G"	4.33558257110857e-142	-0.820195298506352	1	1	1.02367440086444e-137
"RSRC2"	2.70260994129576e-141	1.4744614008234	0.996	0.824	6.38113233239342e-137
