"p_val"	"avg_logFC"	"pct.1"	"pct.2"	"p_val_adj"
"RPL37A"	3.66456746232602e-148	0.324919639997176	1	1	8.65241023529797e-144
"INSIG1"	3.83967104452555e-144	0.421070098315381	0.741	0.172	9.06584730322927e-140
"IGFBP5"	2.61658923859903e-142	0.478402115583257	0.641	0.111	6.17802885125617e-138
"RPS29"	5.12675582098251e-133	0.317979404058233	1	1	1.21047831689218e-128
"RPL39"	9.48198960871044e-132	0.315918088999736	1	1	2.23879256651262e-127
"ATP2B4"	3.10444430203524e-125	0.370084137813712	0.622	0.126	7.3299034415354e-121
"RPS27"	6.56533014259045e-125	0.382308346646393	1	1	1.55014009996703e-120
"RPL37"	8.824616078827e-121	0.302610686879184	1	1	2.08358010237184e-116
"TUBA1A"	6.27624563187071e-118	0.501217055037086	0.966	0.903	1.48188435614099e-113
"RPS21"	1.72844996778945e-116	0.277000310131279	1	1	4.08104321894766e-112
"ELOVL5"	3.4268819034886e-114	0.380083882550844	0.614	0.142	8.09121086232693e-110
"FOXP1"	7.22027948927492e-114	0.366646943220314	0.653	0.162	1.7047801902127e-109
"FADS2"	8.46987911295438e-114	0.367732605383507	0.976	0.934	1.99982315735966e-109
"FGFR1"	3.9166251506397e-110	0.354737866219702	0.547	0.105	9.24754364317539e-106
"RPS28"	4.98250189668704e-107	0.30397888114062	1	1	1.17641852282678e-102
"SCD"	5.48788711158956e-105	0.564203078010772	1	0.992	1.29574502591741e-100
"PEG10"	5.98169855594534e-102	0.464262839413949	0.983	0.937	1.41233884604425e-97
"LPCAT1"	1.43085155713408e-101	0.337208073120302	0.654	0.194	3.37838361154928e-97
"SLC44A1"	4.00752667324365e-100	0.348823722929512	0.556	0.13	9.46217122819559e-96
"PLOD2"	5.95767052059597e-97	0.337411914893348	0.599	0.161	1.40666558661791e-92
"RPL41"	2.11671657758624e-96	0.255413861565316	1	1	4.99777951133887e-92
"RPL34"	6.96760971194787e-96	0.323240569116289	1	1	1.64512232908801e-91
"RPL36A"	8.80720444945659e-96	0.293470506022222	1	1	2.0794690425612e-91
"ANKH"	1.95625713487339e-94	0.32522504813488	0.619	0.172	4.61891872114956e-90
"C6orf89"	1.7069630550307e-93	0.331491875520671	0.61	0.181	4.03031046923298e-89
"SFXN2"	2.78869521425415e-93	0.315746591694252	0.636	0.188	6.58438827037546e-89
"ALCAM"	2.53576868301939e-92	0.347042075349551	0.716	0.278	5.98720343747708e-88
"BOC"	7.69992585792823e-92	0.342300020469907	0.589	0.157	1.81802949431544e-87
"FZD3"	3.82564968833914e-91	0.338479797854836	0.727	0.294	9.03274147913755e-87
"MLLT6"	5.54721829368996e-90	0.32394446236519	0.542	0.138	1.30975371132314e-85
"UPK1B"	6.74956257358138e-89	-0.381148721091328	0.887	0.957	1.5936392192483e-84
"PLXNA1"	2.23620522471573e-88	0.316821685772877	0.53	0.13	5.27990415607631e-84
"CERS6"	7.44565786470672e-85	0.292624353613187	0.643	0.224	1.7579942784359e-80
"SNHG5"	3.61623369669905e-83	0.33179544936379	0.999	0.999	8.53828938127612e-79
"SLC12A5"	1.94312897240824e-82	0.336129137882886	0.699	0.237	4.5879218167531e-78
"WDR6"	2.3504349186836e-81	0.291868613766057	0.623	0.208	5.54961188650386e-77
"SLC16A3"	3.89917288821787e-81	0.307471724809055	0.515	0.135	9.2063371063712e-77
"VPS53"	2.05609008379789e-80	0.296345490793324	0.559	0.158	4.85463429685521e-76
"PI4KA"	1.02899744771198e-79	0.281080741546057	0.527	0.139	2.42956587379275e-75
"PDPR"	3.92864653531113e-79	0.308489580592656	0.646	0.249	9.27592733452311e-75
"ACSL1"	4.94383516917667e-79	0.323430987299468	0.563	0.169	1.1672889217943e-74
"MRAS"	5.87759385586522e-79	0.30460322658515	0.639	0.211	1.38775868530834e-74
"AACS"	6.82091264114909e-79	0.301072960273272	0.575	0.174	1.61048568370171e-74
"STARD4"	9.98408844809453e-79	0.310301132364529	0.566	0.165	2.3573431234796e-74
"MYO9A"	1.33323851879972e-78	0.314806110193583	0.63	0.223	3.14790946673802e-74
"EXT1"	2.29243900894823e-77	0.281090126414833	0.505	0.134	5.41267774402767e-73
"EFNA1"	3.17956215428686e-76	0.288511585901288	0.601	0.186	7.5072642024867e-72
"XXYLT1"	2.08288611817458e-75	0.292437941314699	0.519	0.147	4.91790241362199e-71
"KANK1"	6.35313371654203e-75	0.286355981557648	0.522	0.149	1.50003840181274e-70
"MTRNR2L1"	1.94994181866966e-74	0.305220988821562	0.528	0.157	4.60400762806093e-70
"CABIN1"	2.23448790318483e-73	0.294514466878115	0.523	0.158	5.27584938820969e-69
"FAM117A"	1.02892467642513e-72	0.281581952079321	0.552	0.17	2.42939405350737e-68
"TGIF2"	5.6285624018208e-71	0.283500292690146	0.51	0.148	1.32895986869391e-66
"FOS"	7.38395906279885e-71	0.282005917973793	0.947	0.915	1.74342657431744e-66
"GALNT1"	3.0747244031891e-70	0.282049264624187	0.514	0.151	7.25973178836979e-66
"MTR"	3.51989676965074e-70	0.285655148374325	0.631	0.244	8.31082826282235e-66
"TMSB10"	8.05488200230723e-70	0.261108643151568	1	1	1.90183818956476e-65
"STAT2"	3.37637429202355e-69	0.26678314933396	0.594	0.196	7.97195734089681e-65
"HLA-A"	6.36039927309666e-69	0.281673334155991	0.512	0.155	1.50175387237085e-64
"ZMAT3"	1.88562400372337e-68	0.288659181694434	0.538	0.174	4.45214683519126e-64
"ITGB5"	4.79352958437557e-68	0.294097863540389	0.74	0.335	1.13180027016692e-63
"FHDC1"	1.65809718090565e-67	0.280267482347698	0.481	0.138	3.91493325383633e-63
"IL6ST"	1.10919471712838e-66	0.279788637246033	0.614	0.25	2.61891964661181e-62
"NIN"	1.57114946443935e-66	0.265792569405892	0.563	0.199	3.70964100048776e-62
"TMEM132A"	3.8935081241866e-66	0.261644786513376	0.754	0.381	9.19296203201697e-62
"BCL2L11"	1.91218720000386e-65	0.286344498834635	0.531	0.173	4.51486519792911e-61
"POU2F1"	2.29076721869175e-65	0.266137357428731	0.496	0.151	5.4087304800531e-61
"FGFR2"	8.08738913183648e-65	0.280415897684999	0.683	0.313	1.90951344791791e-60
"MFSD14C"	9.21345513454589e-65	0.250356444769308	0.655	0.282	2.17538889181763e-60
"TMX4"	9.37291242420279e-65	0.268647474810477	0.466	0.136	2.21303835247852e-60
"ZNFX1"	1.18731100939399e-64	0.277218871585451	0.456	0.13	2.80336002428014e-60
"TTYH3"	4.11832388378817e-64	0.261528944115878	0.693	0.323	9.72377452201225e-60
"SGCE"	5.61742967069906e-64	0.263182292522266	0.503	0.155	1.32633131954875e-59
"NUDT3"	6.11448062691374e-64	0.270641647791249	0.591	0.231	1.4436900208206e-59
"PYGB"	6.98196048193799e-64	0.262117881017086	0.558	0.192	1.64851068939038e-59
"GRINA"	3.05684320778136e-63	0.251202602139549	0.969	0.951	7.21751249789256e-59
"SECISBP2L"	3.44086048794343e-63	0.252179302996454	0.465	0.133	8.12421569808324e-59
"AGO1"	4.28503381009366e-63	0.266436210092724	0.476	0.146	1.01173933290121e-58
"KCNK6"	1.01559521459733e-62	0.26493274218089	0.777	0.431	2.39792186118576e-58
"CRNDE"	1.16646053905319e-62	0.280016102029717	0.556	0.188	2.75412997875849e-58
"LSS"	3.39158697217755e-62	0.28838505807271	0.825	0.474	8.00787600000841e-58
"SMIM14"	4.94553557065178e-62	0.285726346404516	0.78	0.393	1.16769040358659e-57
"MSMO1"	6.71517072785834e-62	0.279803498433488	0.953	0.932	1.58551896055463e-57
"CCDC80"	8.3140544933567e-62	0.279194005219499	0.684	0.328	1.96303140642645e-57
