"p_val"	"avg_logFC"	"pct.1"	"pct.2"	"p_val_adj"
"CDH6"	2.8820639157574e-268	-2.59531110205927	0.234	1	6.8048411114948e-264
"SNHG17"	6.4547651642995e-262	2.14837250800364	1	0.526	1.52403460294275e-257
"ARHGAP29"	8.38835820947315e-259	-1.95951671485455	0.958	1	1.98057525683871e-254
"ZFAS1"	3.71553868138735e-258	2.39708034756904	1	1	8.77275838062367e-254
"KLF10"	4.2792294196566e-254	1.83195437452705	0.956	0.19	1.01036885827512e-249
"GAS5"	9.09694629565009e-251	2.0161900709052	1	0.994	2.14787998986594e-246
"SNHG7"	1.80333346019658e-250	1.77428089095957	1	0.941	4.25785063287015e-246
"IDH1"	7.46562694603087e-250	-1.58299506852815	0.142	0.978	1.76270917822735e-245
"SCD"	3.5214287067403e-248	-1.85650536545017	0.718	0.997	8.31444531948452e-244
"RAB11FIP4"	2.10174313960941e-247	-1.80554414633046	0.142	0.972	4.96242572693178e-243
"ARPC1B"	2.69747060194892e-246	-1.56586432323004	0.772	1	6.3689978382616e-242
"SPON1"	3.15643852402945e-244	-1.65945544587671	0.773	1	7.45266699908593e-240
"ATP5F1D"	1.21751534622736e-243	-1.40607641334277	0.724	1	2.87467548397743e-239
"PHGDH"	8.26106148138877e-243	-1.68273872072616	0.459	0.994	1.9505192263707e-238
"SNHG15"	6.54558834933213e-242	1.89469934127585	0.994	0.716	1.54547886516081e-237
"EEF1A1"	6.80271324076232e-241	-0.877445762432249	1	1	1.60618862327639e-236
"HMGCS1"	9.1389007933715e-241	-1.82116710158221	0.288	0.98	2.15778586632294e-236
"GATA2"	1.4064167841982e-240	1.61563413167074	0.947	0.21	3.32069066917038e-236
"TPT1"	8.75833499201984e-238	-1.14025568458522	1	1	2.0679304749658e-233
"SNHG1"	1.06517442383195e-237	1.91121804302253	0.993	0.717	2.51498333210961e-233
"EPB41L4A-AS1"	1.33254727015775e-237	1.42087192751381	0.994	0.677	3.14627735956947e-233
"PAX8"	1.80813484525993e-237	-1.5223496487884	0.602	1	4.26918718314322e-233
"AC095055.1"	1.33995278357743e-235	1.17207168292712	0.8	0.005	3.16376251730467e-231
"PRXL2A"	1.77675209278717e-235	-1.44574776571403	0.303	0.982	4.19508936627978e-231
"TM7SF2"	4.20229492511252e-234	-1.49702101568861	0.33	0.984	9.92203854768316e-230
"TENM3"	1.99479089096481e-233	-1.41260864824039	0.184	0.959	4.70990077265702e-229
"EIF3K"	4.80151888779292e-232	-1.09902927044454	0.987	1	1.13368662459679e-227
"TRHDE"	4.51433838808783e-231	-1.45582361278016	0.348	0.991	1.06588043681142e-226
"CHCHD10"	1.22603621557025e-227	-1.36782892529881	0.768	1	2.89479410858291e-223
"MRPL12"	1.0568685291963e-226	-1.30602458092458	0.433	0.994	2.49537228428537e-222
"CD47"	1.30719150210179e-226	-1.27312957789674	0.997	1	3.08640985561253e-222
"SQLE"	1.34026783754508e-226	-1.51504053924241	0.322	0.974	3.16450639122768e-222
