"p_val"	"avg_logFC"	"pct.1"	"pct.2"	"p_val_adj"
"RPL37"	3.86012682987183e-111	0.32643151312254	1	1	9.11414545801038e-107
"RPL39"	2.24828746711762e-108	0.328153224291986	1	1	5.30843153861141e-104
"RPL37A"	5.99672467555772e-104	0.359334740725104	1	1	1.41588666314593e-99
"RPS29"	6.71372780639579e-96	0.307295146151614	1	1	1.58517827236811e-91
"RPS21"	1.81556126703076e-94	0.319780769461277	1	1	4.28672170758633e-90
"RPS27"	8.26734971189081e-94	0.369090443862174	1	1	1.95200394047454e-89
"RPL41"	4.66156532567878e-93	0.288863083438091	1	1	1.10064218904602e-88
"RPS28"	6.02425653399624e-86	0.302672373272343	1	1	1.42238721024185e-81
"RPL34"	3.99277535913619e-85	0.33593737078646	1	1	9.42734190045645e-81
"SCD"	2.91619097508593e-66	0.585340617068677	0.997	0.983	6.88541851127539e-62
"RPL36"	4.985167112255e-66	0.268035176011825	1	1	1.17704780687453e-61
"RPL36A"	1.19699846621064e-65	0.267730648546237	1	1	2.82623307856994e-61
"RPS15A"	9.427077743561e-51	0.274184030903729	1	1	2.22582732603219e-46
"SNHG5"	3.0124595714835e-47	0.334527317122456	0.997	0.996	7.1127182942297e-43
"GAS5"	1.32749249477255e-29	0.342119153955787	0.996	0.984	3.13434252940747e-25
"TUBA1A"	5.91884708093909e-28	0.39960707640649	0.869	0.685	1.39749898428053e-23
"PEG10"	9.60022567910452e-28	0.394497392790601	0.869	0.74	2.26670928509337e-23
"FADS2"	2.44527842199031e-27	0.385623219390163	0.872	0.734	5.77354688216132e-23
"FASN"	2.83393842926527e-26	0.343044807786956	0.976	0.965	6.69121202533823e-22
"ATP5ME"	1.37126215855938e-22	0.25438821979818	1	0.997	3.23768708257454e-18
"PSAP"	1.72705566518372e-22	0.257197757065443	0.999	0.996	4.07775113106529e-18
"TSTD1"	1.73465944671523e-19	0.265262817221502	0.865	0.74	4.09570441963932e-15
"PERP"	5.58008547472272e-18	0.252586243854156	0.997	0.991	1.31751398143678e-13
"TXNIP"	3.22023083251863e-17	0.430601907974946	0.743	0.601	7.60328701865974e-13
"BMP7"	3.48375100053268e-16	0.258315955864062	0.992	0.974	8.22548448735772e-12
"UPK1B"	5.29175051012704e-16	-0.308272463698214	0.74	0.854	1.2494352129461e-11
"FDFT1"	8.06391293208828e-16	0.263997794914916	0.935	0.891	1.90397048239536e-11
"SNHG19"	4.01253247258155e-15	0.261715090909445	0.916	0.809	9.47399042101229e-11
"MUC16"	5.57555568795677e-15	0.295813688377791	0.908	0.829	1.31644445348347e-10
"RAB11FIP4"	8.67889624356586e-15	0.307546444157881	0.947	0.874	2.04917419206834e-10
"ASS1"	2.05853378385103e-14	0.256306175215817	0.937	0.896	4.86040411705067e-10
"LAMA3"	8.55819400002091e-14	-0.338673370394582	0.621	0.753	2.02067518534494e-09
"BHLHE41"	9.49760826740622e-14	0.26161525370841	0.915	0.848	2.24248028801728e-09
"HMGCS1"	5.11316578307394e-12	0.322173757354269	0.957	0.92	1.20726957304159e-07
"SNHG25"	7.11341850797511e-12	0.348220623032681	0.947	0.913	1.679549243918e-07
"ALCAM"	1.62879262710715e-09	0.262593427240399	0.764	0.667	3.8457422718627e-05
"CLDN16"	2.13121128955032e-09	-0.374457962340017	0.593	0.708	5.03200297575726e-05
"CTSB"	2.73587727571406e-08	-0.325022872799997	0.982	0.993	0.000645967983568847
"CP"	2.13837703920326e-07	0.27480645112607	0.845	0.764	0.00504892202726281
"FLG"	0.000445158295871846	0.432529857335688	0.67	0.619	1
"CRYAB"	0.0012089477526884	-0.333230100287117	0.678	0.725	1
"FN1"	0.0397385578997179	0.51230662810605	0.185	0.149	1
