"p_val"	"avg_logFC"	"pct.1"	"pct.2"	"p_val_adj"
"ZFAS1"	1.74037003802788e-90	2.28573490899531	1	1	4.10918769678762e-86
"TPT1"	2.44019623162799e-90	-1.3545680208837	1	1	5.76154732249684e-86
"CDH6"	2.85220226648214e-90	-2.26480214297249	0.314	1	6.73433477139097e-86
"SNHG7"	1.40218798286833e-89	1.70249950293968	1	0.987	3.31070604635042e-85
"MT2A"	1.06093339572359e-88	3.59257068508148	1	0.896	2.50496984064297e-84
"SNHG9"	1.35610830694545e-88	1.57006833676454	1	0.917	3.20190732352889e-84
"EEF1A1"	1.49057560334749e-88	-1.05340587181523	1	1	3.51939805706375e-84
"GAS5"	2.79493802231494e-88	1.81257340236229	1	1	6.5991281644878e-84
"RPL10A"	3.59174048561903e-86	-1.11578035414657	0.995	1	8.48045846059509e-82
"EPB41L4A-AS1"	4.07881425141603e-86	1.42846866880334	1	0.775	9.63048832901838e-82
"RPL3"	6.27100323345156e-86	-1.03400733779657	1	1	1.48064657345025e-81
"SNHG17"	2.0134510642946e-85	1.99876379287054	0.986	0.578	4.75395930790598e-81
"RPL28"	1.55643339269283e-84	-0.822971188039468	1	1	3.67489488348704e-80
"SCD"	3.88638722003222e-84	-1.62264905079292	0.795	1	9.17614886521808e-80
"RAB11FIP4"	4.23514568596051e-84	-1.86577810381974	0.257	0.977	9.99960247912135e-80
"ARHGAP29"	4.41251644953854e-84	-1.57945212378083	0.957	1	1.04183925890054e-79
"SNHG1"	9.45749855929403e-84	1.76915955843868	1	0.725	2.23300998483491e-79
"ID1"	1.22117613257101e-83	1.54695733001854	1	1	2.88331896661341e-79
"MT1X"	2.54398378247382e-83	3.226838564489	0.986	0.785	6.00660010879893e-79
"RSRC2"	3.13500854125347e-83	1.59072120693927	0.99	0.824	7.40206866675357e-79
"KLF10"	4.8172929038916e-83	1.78800003043293	0.933	0.254	1.13741102753785e-78
"RPLP0"	7.9365406341706e-83	-0.740021769192341	1	1	1.87389660913402e-78
"RPS4X"	8.51412486651682e-83	-0.81388754915827	1	1	2.01027002223329e-78
"NUDT16L1"	2.50786137899395e-82	1.38496489935601	0.99	0.536	5.92131150194261e-78
"SPON1"	3.66917243161525e-82	-1.55196356211999	0.733	0.997	8.66328302828676e-78
"ARPC1B"	4.00204470002813e-82	-1.29690252061142	0.952	1	9.44922774123641e-78
"BRIX1"	6.74987644490695e-82	1.41856368384192	1	0.738	1.59371332740698e-77
"TXNIP"	8.28000934967847e-82	1.83405886985338	0.99	0.554	1.95499300755258e-77
"PSMD6"	1.44056077170432e-81	1.25972620778308	0.99	0.736	3.40130803807107e-77
"ID3"	1.60956004286642e-81	1.63073102504363	0.99	0.541	3.80033221721191e-77
"MT1F"	1.88833642613821e-81	1.93987826406616	0.962	0.503	4.45855113575493e-77
"EIF5"	1.97111664304978e-81	1.1754154946706	1	0.979	4.65400350590484e-77
