"p_val"	"avg_logFC"	"pct.1"	"pct.2"	"p_val_adj"
"MT2A"	0	3.30747666041466	0.994	0.955	0
"ZFAS1"	0	2.9189686985454	1	1	0
"SNHG17"	0	2.67299268121436	1	0.489	0
"GADD45B"	0	2.61944589514409	0.974	0.099	0
"KLF10"	0	2.51248052454896	0.992	0.071	0
"SNHG15"	0	2.47945145952329	1	0.844	0
"SNHG1"	0	2.47725536071131	1	0.767	0
"MT1X"	0	2.4479816232966	0.952	0.846	0
"GAS5"	0	2.24129864892725	1	0.998	0
"NFKBIA"	0	2.04494238090884	0.991	0.959	0
"TXNIP"	0	2.01731058065952	0.983	0.533	0
"SNHG12"	0	1.98622535236605	0.985	0.113	0
"SNAPC1"	0	1.97828666503255	0.975	0.178	0
"GATA2"	0	1.90134760016942	0.969	0.078	0
"JUNB"	0	1.89459820490416	0.993	0.902	0
"RSRC2"	0	1.79834452681734	0.999	0.957	0
"CXCL1"	0	1.73672188057761	0.874	0.078	0
"EFNA1"	0	1.72441122998578	0.942	0.186	0
"ID1"	0	1.71301020654144	0.998	0.998	0
"ANKRD1"	0	1.67293645519017	0.921	0.033	0
"MT1F"	0	1.6679097271342	0.966	0.236	0
"ADM"	0	1.65622036224751	0.821	0.026	0
"ID2"	0	1.64614466035328	0.961	0.868	0
"PPP1R15A"	0	1.61644098391481	0.984	0.103	0
"EPB41L4A-AS1"	0	1.61384087267812	0.999	0.752	0
"AC095055.1"	0	1.57558950605177	0.955	0.005	0
"TAF1D"	0	1.57257056932021	0.996	0.849	0
"HES1"	0	1.56815716111467	0.895	0.158	0
"CCNL1"	0	1.54411450489838	0.995	0.914	0
"SNHG8"	0	1.52373392552694	1	1	0
"ATF4"	0	1.51661103023361	1	0.992	0
"IL6"	0	1.51256506137018	0.905	0.021	0
"SNHG7"	0	1.48822202498648	0.999	0.986	0
"CENPL"	0	1.46435369103669	0.954	0.136	0
"PRPF38B"	0	1.45087197529067	0.998	0.923	0
"EID2"	0	1.45001428132612	0.996	0.914	0
"IER3"	0	1.44996053119538	0.96	0.693	0
"DDIT3"	0	1.43072509440428	0.984	0.744	0
"RPL22L1"	0	1.43061620434657	0.998	0.982	0
"CSRNP1"	0	1.41374252750022	0.939	0.039	0
"ATF3"	0	1.39580266371624	0.849	0.046	0
"TRA2B"	0	1.38680531227858	0.999	0.973	0
"EPHA2"	0	1.37119805884797	0.997	0.929	0
"CCN1"	0	1.36714523812698	0.992	0.846	0
"EIF5"	0	1.34124205222597	1	0.995	0
"BRD2"	0	1.33359915937835	0.999	0.896	0
"KLK15"	0	1.33257188346103	0.908	0.008	0
"PDRG1"	0	1.30931533802119	0.983	0.175	0
"RND3"	0	1.2860864217896	0.981	0.893	0
"ID3"	0	1.26479868109633	0.954	0.586	0
