"p_val"	"avg_logFC"	"pct.1"	"pct.2"	"p_val_adj"
"ZFAS1"	1.408328040667e-65	2.74889046249084	1	1	3.32520333681886e-61
"GAS5"	2.20156788588513e-65	2.14036857959567	1	0.996	5.19812193536338e-61
"SNHG7"	6.46473762289302e-65	2.11435857038393	1	0.961	1.52638920014127e-60
"CDH6"	3.10010125938938e-64	-2.25882711312163	0.293	0.996	7.31964908354427e-60
"SNHG5"	2.83651774592366e-63	1.41124615539264	1	1	6.69730204990037e-59
"SNHG9"	6.98461405304717e-62	1.46234012589685	1	0.981	1.64913722406497e-57
"ARHGAP29"	1.71695299693211e-60	-1.8459373531291	0.828	0.996	4.0538977210564e-56
"RAB11FIP4"	2.10921895620514e-60	-1.68008565139054	0.217	0.977	4.98007687749596e-56
"MT2A"	2.73671522739532e-59	3.49236483139151	1	0.865	6.46165832340308e-55
"TRHDE"	5.83668266097051e-58	-1.34258517958834	0.261	0.985	1.37809914308175e-53
"SPON1"	5.76356063619241e-57	-1.56765468631574	0.611	0.996	1.36083430181139e-52
"ATP5F1D"	5.24985825566748e-56	-1.25094089500838	0.771	1	1.23954403274565e-51
"EPB41L4A-AS1"	2.47394782649501e-55	1.30624610430917	0.981	0.68	5.84123821313737e-51
"SCD"	8.78921347137603e-55	-1.62571708174698	0.624	1	2.07522119272659e-50
"SNHG17"	1.48625486200543e-54	1.75549114841687	0.975	0.571	3.50919635468102e-50
"IDH1"	1.8781991153081e-54	-1.39490849507756	0.274	0.958	4.43461593115395e-50
"TPT1"	6.48063333809627e-54	-0.818561031616941	1	1	1.53014233745791e-49
"PHGDH"	6.69870443450398e-54	-1.47607088205704	0.522	0.973	1.58163110403073e-49
"HMGCS1"	1.41691748945985e-53	-1.39182073865651	0.427	0.973	3.34548388436366e-49
"TXNIP"	1.82703921624936e-53	1.75611352042274	0.994	0.649	4.31382229348637e-49
"RPL22L1"	2.3594329618655e-53	1.12898702139019	1	0.923	5.57085716626062e-49
"KLF10"	2.56852913461722e-53	1.69420265564753	0.841	0.143	6.06455413974472e-49
"EIF5"	3.27965730296431e-53	1.06632750281361	1	0.996	7.74359885802904e-49
"MYO10"	2.15403769705756e-52	-1.20764732948148	0.694	1	5.0858984065226e-48
"MT1F"	4.53348792991226e-52	1.86072233934186	0.904	0.282	1.07040183513158e-47
"EIF4G2"	6.76710921173433e-52	-1.00947370579738	0.981	1	1.59778215598259e-47
"PRXL2A"	6.82433590438219e-52	-1.21328048232129	0.484	0.988	1.61129395038368e-47
"TRHDE-AS1"	1.56865891605549e-51	-1.23640069774141	0.318	0.965	3.70376056669861e-47
"PDRG1"	1.79270920883055e-51	1.19942745802581	0.924	0.247	4.23276571296981e-47
"PAX8"	5.02668331101954e-51	-1.23275749973155	0.567	1	1.18685019656482e-46
"CCNI"	6.62595428333723e-51	-0.936606056530295	0.975	1	1.56445406583875e-46
"SIRT7"	6.8109849187402e-51	1.15843165483015	0.987	0.622	1.60814164916375e-46
"RPS9"	8.0322607463201e-51	0.836656731794371	1	1	1.89649708481364e-46
"BMP7"	1.78329953956497e-50	-1.17128669488088	0.745	1	4.21054854286686e-46
"JAK1"	2.51501379725544e-50	-1.12424057492235	0.713	0.996	5.93819907669981e-46
"ATP6V0B"	3.16705344545325e-50	0.953727034344799	1	0.996	7.47772989005966e-46
"RSRC2"	2.13620655595986e-49	1.3185265293794	0.981	0.931	5.04379729927683e-45
"SYNE2"	2.32225753005941e-49	-1.27894244349236	0.344	0.95	5.48308225422328e-45
"SNHG6"	4.94284073063384e-49	0.946149788188202	1	1	1.16705412490996e-44
"POLR2L"	8.65156100596471e-49	0.903323803992353	1	0.996	2.04272006911833e-44
"COPS9"	2.12125129740026e-48	0.737277146928112	1	0.996	5.00848643829175e-44
"CP"	2.23834122386515e-48	-1.74717644984516	0.503	0.992	5.284947463668e-44
"ID3"	2.41880375185787e-48	1.46706031719987	0.975	0.533	5.71103753851161e-44
"IMPA2"	5.39891297060168e-48	-1.09646030962815	0.427	0.973	1.27473734148876e-43
"SLC34A2"	6.40912346430829e-48	-1.16394703832903	0.268	0.954	1.51325814115783e-43
"SNHG12"	1.56012844339566e-47	1.39843239590126	0.924	0.351	3.6836192677015e-43
"RPL38"	2.00406792793314e-47	0.724809845939825	1	1	4.73180478464294e-43
"RPS26"	3.65460453945399e-47	0.781050502371657	1	1	8.62888677810482e-43
"CCNB1IP1"	7.86651217355429e-47	1.13935083466376	0.987	0.876	1.8573621892979e-42
"TALDO1"	9.3973590035418e-47	-1.00792973749291	0.828	1	2.21881043432625e-42
"ATP5F1A"	1.08456243717062e-46	-0.912017476421974	0.879	1	2.56076037040354e-42
"NMU"	1.91207914479059e-46	-1.31043944567188	0.783	0.996	4.51461006876506e-42
"TSHR"	2.22716766364276e-46	-1.17374922781888	0.096	0.849	5.25856557062693e-42
"HSPA8"	4.16580649419293e-46	-1.01094914389857	0.936	1	9.83588571343894e-42
"SOX17"	7.35449532004821e-46	-1.14004726856088	0.248	0.892	1.73646989001658e-41
"NDUFS8"	1.68455345695605e-45	-0.87749513166638	0.924	1	3.97739916721894e-41
"TENM3"	2.26979964366951e-45	-1.06175420607777	0.318	0.911	5.35922393866809e-41
"RPF2"	1.13986721930326e-44	0.931569233254513	0.994	0.846	2.69134049149692e-40
"SNHG1"	1.8286737163928e-44	1.71267120674904	0.975	0.795	4.31768151177505e-40
"RSF1"	5.89572194697948e-44	0.744921092893554	1	1	1.39203890890132e-39
"FDPS"	6.78292736224872e-44	-0.881996930216797	0.968	1	1.60151697950055e-39
"LMO3"	7.20153065467062e-44	-1.039482773191	0.14	0.857	1.70035340287428e-39
"RPL36A"	8.57219856792251e-44	0.616776115253102	1	1	2.02398180387218e-39
"LGALS3BP"	9.61681427395638e-44	-1.03986278459592	0.516	0.973	2.27062601822384e-39
"SNHG15"	1.37325352162317e-43	1.46866449735379	0.943	0.699	3.24238888990447e-39
"CHCHD10"	1.4205707921312e-43	-0.952594714327677	0.879	1	3.35410969730097e-39
"DGUOK"	2.39855026800963e-43	0.814349699278685	1	0.938	5.66321703779755e-39
"NTHL1"	3.81038925065634e-43	-0.903265472349562	0.803	0.992	8.99671005972469e-39
"CYP51A1"	5.66735544646995e-43	-1.04501301057224	0.401	0.946	1.33811929446602e-38
"RAB5IF"	6.03475800990676e-43	0.690054254004425	1	0.992	1.42486671371909e-38
"PFDN2"	7.59550849933923e-43	0.699710931461565	1	0.996	1.79337551177899e-38
"RPL10A"	7.96264943309897e-43	-0.708025166880486	1	1	1.880061157649e-38
"PSAT1"	1.04012125193102e-42	-1.04678322744049	0.299	0.9	2.45583028793433e-38
"ARPC1B"	1.22030461234305e-42	-0.872547977730781	0.924	0.996	2.88126122020318e-38
"EPRS"	1.97400309031206e-42	-0.92714129018236	0.771	0.996	4.6608186965358e-38
"TM7SF2"	2.24461411811728e-42	-1.03224007022036	0.503	0.985	5.29975839428671e-38
"NECTIN3"	2.79935173710832e-42	-1.04147751125066	0.338	0.931	6.60954938648646e-38
"RPL24"	2.86693256041239e-42	0.616021678882974	1	1	6.7691144683897e-38
"PGLS"	3.92909420485557e-42	-0.910486286754241	0.516	0.969	9.27698432708449e-38
"HMGN3"	6.58133769242795e-42	-0.831482953289951	0.955	1	1.55391964255916e-37
"RPS17"	1.04130522738029e-41	0.611894681196019	1	1	2.4586257723676e-37
"RAI14"	1.13785151246073e-41	-0.998109735285327	0.866	1	2.68658120607102e-37
"ADD3"	1.28720307843683e-41	-0.891252285144276	0.338	0.938	3.03921518849721e-37
"SNHG29"	1.78857156735712e-41	0.952968369206122	1	1	4.22299632768688e-37
"CD47"	3.27406893904743e-41	-1.04913642138125	0.994	1	7.7304041719849e-37
"MT-CO3"	5.15773877260531e-41	-1.64954334825093	0.994	1	1.21779370159984e-36
"HDLBP"	8.61204147342076e-41	-0.861240576227976	0.72	0.988	2.03338911228937e-36
"SNHG8"	9.6102525907009e-41	0.837928237021039	1	1	2.26907673919039e-36
"MT1X"	1.02794997699974e-40	2.87382839387495	0.898	0.66	2.42709269069408e-36
"SQLE"	1.15932191312493e-40	-1.01289166782113	0.529	0.965	2.73727496907927e-36
