"p_val"	"avg_logFC"	"pct.1"	"pct.2"	"p_val_adj"
"POLR2L"	4.52756252285185e-18	0.417838245863762	1	1	1.06900278727055e-13
"RPL7A"	2.50235510407898e-17	0.278236217931455	1	1	5.90831063624087e-13
"ATP5F1E"	1.21430398860628e-16	0.296790606971964	1	1	2.86709314749828e-12
"OST4"	3.0130311953633e-16	0.363142909669514	1	1	7.11406795537228e-12
"RPS26"	3.06870631204353e-15	0.279837332989838	1	1	7.24552247336598e-11
"AAMDC"	5.99359905042212e-15	0.508103031243931	0.981	0.883	1.41514867179517e-10
"RPL28"	8.95042632674953e-15	0.256040406486758	1	1	2.11328516000883e-10
"UBE2V1"	1.4979672727407e-14	0.324919300718588	1	0.995	3.53685052766808e-10
"NDUFC2"	7.31404163372248e-14	0.260377482689019	1	1	1.72691837013821e-09
"UBC"	9.50913497297164e-14	0.406989473546975	1	1	2.24520185846833e-09
"TMEM258"	1.24059600312623e-13	0.305228718037969	1	1	2.92917122298134e-09
"POLR2J"	1.39696539868334e-13	0.440651417233208	0.994	0.91	3.29837500283124e-09
"HSP90AB1"	3.60920792675117e-13	0.317698597264826	1	1	8.52170083585219e-09
"ROMO1"	4.77832382100401e-13	0.416883933903608	1	0.984	1.12821003737726e-08
"RNF181"	9.08655517953834e-13	0.345584101746156	1	0.995	2.1454265434408e-08
"DBI"	9.14782913687265e-13	0.36408994656415	1	1	2.159893937507e-08
"NOL7"	1.40644396579043e-12	0.371577195368919	0.994	0.963	3.32075484762778e-08
"H3F3B"	1.95657723301578e-12	0.279422791378201	1	1	4.61967450487355e-08
"PSMC4"	2.30276029458056e-12	0.289290845112431	1	1	5.43704733153417e-08
"HSP90AA1"	4.04439810543354e-12	0.306900113329681	1	1	9.54922836673914e-08
"ELOB"	6.46985946295089e-12	0.286088446616503	1	0.995	1.52759851779734e-07
"COPS9"	7.26962965897728e-12	0.281114689156045	1	1	1.71643225878113e-07
"RPL31"	1.51288293816758e-11	0.295000131966967	1	1	3.57206790530747e-07
"RPL36"	2.07576124255623e-11	0.25456483144611	1	1	4.90107986979952e-07
"PARK7"	2.88609163264728e-11	0.253168638747572	1	1	6.81435095384348e-07
"EIF3G"	4.18482901104537e-11	0.278066884934831	1	0.995	9.88079977797922e-07
"COPE"	6.60097550680147e-11	0.264537305915392	1	1	1.55855632691089e-06
"HSPD1"	7.7557302374486e-11	0.281916695593037	1	1	1.83120546636399e-06
"ATP5IF1"	9.45058457917906e-11	0.303090602685076	1	1	2.23137752498997e-06
"CSTB"	9.80628743531882e-11	0.292879647594723	1	1	2.31536252635313e-06
"HNRNPH3"	1.89066299861885e-10	0.324704814719002	1	1	4.46404440603897e-06
"NDUFB5"	2.09494367982563e-10	0.312892476988742	1	0.973	4.9463715224363e-06
"RSF1"	2.31451674815296e-10	0.3121117726876	1	1	5.46480549406396e-06
"PRDX5"	2.35351538412485e-10	0.287237019944723	1	1	5.55688517345718e-06
"H2AFV"	2.53377228384828e-10	0.348945636730052	0.981	0.968	5.98248973939418e-06
"SCAND1"	3.22753611721754e-10	0.353338982323782	1	0.973	7.62053552636234e-06
"EIF5B"	4.37815333566307e-10	0.319577549437926	1	0.995	1.03372578408341e-05
"AP1S1"	4.49445140747059e-10	0.328975293506988	0.936	0.713	1.06118492181788e-05
"C11orf58"	5.38543379209131e-10	0.267392702511796	1	0.984	1.27155477265068e-05
"MRPS34"	5.72970403671904e-10	0.254626745886134	1	1	1.35284042010973e-05
"PSMD13"	7.61740275341804e-10	0.352555857307132	0.987	0.915	1.79854496410953e-05
"BNIP3"	1.4093963908808e-09	0.400145546828451	0.873	0.622	3.32772581850866e-05
"SNRPD2"	1.55998806604679e-09	0.265702337189345	1	1	3.68328782274307e-05
"ADRM1"	1.79360184020811e-09	0.310514774135244	0.994	0.979	4.23487330491536e-05
"METTL23"	1.85775793251687e-09	0.471070061561198	0.771	0.527	4.38635225446558e-05
"PHB"	3.53403622805376e-09	0.298460077975375	1	0.979	8.34421293805773e-05
"SSNA1"	3.65255375705834e-09	0.380491124966425	0.943	0.872	8.62404467579045e-05
"NDUFA3"	5.03402614340794e-09	0.380672791231559	0.968	0.947	0.000118858391272005
"PSMD6"	5.20858042679723e-09	0.267041957850311	1	1	0.000122979792457109
"ATP6V0C"	7.09647854498291e-09	0.294101202938679	1	0.984	0.000167554954925591
"UQCR11"	8.11403365781677e-09	0.313727550106164	0.987	0.989	0.000191580448694712
"GSTP1"	1.17219047591845e-08	0.252054218894905	1	1	0.000276765893269106
"HNRNPM"	1.28754340958508e-08	0.294007945193789	0.975	0.936	0.000304001874437133
"PSMC5"	1.29106127941847e-08	0.323213664316566	0.987	0.926	0.000304832478683496
"ST13"	1.31224955901119e-08	0.31033928258001	0.975	0.952	0.000309835243378133
"ARFIP2"	1.35743060317085e-08	0.309357550435045	0.962	0.84	0.000320502939714669
"C1orf122"	1.37909377601422e-08	0.327809222874869	0.975	0.926	0.000325617831454718
"NDUFA6"	1.45242351307241e-08	0.298565669021353	1	0.957	0.000342931715671527
"PSMA5"	1.46446141276734e-08	0.279677354803304	1	0.963	0.000345773984168497
"MRPS23"	1.48186289912198e-08	0.303640348572763	0.994	0.979	0.00034988264911169
"ANXA7"	1.53698831546888e-08	0.342834411602193	0.847	0.628	0.000362898311165357
"SMNDC1"	1.62601535685663e-08	0.315997698640703	0.955	0.878	0.00038391848590742
"AURKAIP1"	1.63948790210861e-08	0.34968375629551	0.994	1	0.000387099488566864
"KDELR1"	1.67779109771503e-08	0.296309464915729	0.949	0.92	0.000396143256081497
"UQCR10"	1.83033278846617e-08	0.257205407071131	1	1	0.000432159874684747
"DYNLRB1"	2.01978103705688e-08	0.273229058041957	0.994	0.995	0.0004768905006595
"CMTM6"	2.13207512487147e-08	0.272959248302505	1	0.979	0.000503404257733404
"HNRNPK"	2.16170477629085e-08	0.256053911359151	0.994	0.979	0.000510400114730032
"EIF4A3"	2.67260931567817e-08	0.356325744027675	0.854	0.654	0.000631029785524773
"LAGE3"	2.99349955323865e-08	0.380102619051036	0.987	0.856	0.000706795179515178
"RNASEK"	4.31062770669567e-08	0.306909797610037	0.994	0.989	0.00101778230782791
"APEX1"	4.55593532254171e-08	0.299542915114207	0.975	0.915	0.00107570188900532
"COPS8"	4.75117169003982e-08	0.298526388774113	0.866	0.681	0.0011217991477353
"PIN4"	4.97091212727698e-08	0.303974258662986	0.885	0.713	0.00117368206237137
"SARAF"	5.76697869253261e-08	0.299787184952168	0.962	0.856	0.00136164133909387
"CD81"	6.0382497971958e-08	0.291019432071416	0.987	0.952	0.0014256911596159
"DDX49"	6.21970095466396e-08	0.290756401234038	0.962	0.878	0.00146853359240571
"CBX1"	6.37879266127852e-08	0.25652184935286	1	0.979	0.00150609673525447
"KRT7"	6.56041837419097e-08	0.392425548615173	1	1	0.00154898038233023
"FTL"	7.26635667945065e-08	0.41073742777354	0.994	0.989	0.00171565947558509
"OLA1"	8.20932635700559e-08	0.301167917833716	0.968	0.915	0.00193830404615259
"EPCAM"	8.44019997238093e-08	0.262808787558197	1	0.989	0.00199281561547886
"SLC25A39"	8.47914359936686e-08	0.301430022295757	0.949	0.915	0.00200201059524651
"ATP5F1C"	8.70396459326153e-08	0.285556673139467	0.981	0.915	0.00205509308011498
"MOB4"	8.76106675137949e-08	0.292077422839904	0.975	0.851	0.00206857547066821
"CENPX"	9.14143923143236e-08	0.261770742003514	0.994	1	0.0021583852169335
"PGP"	9.43915974961388e-08	0.265718330919803	1	0.995	0.00222868000848133
"UQCRFS1"	1.01707436776626e-07	0.318995341041023	0.904	0.75	0.00240141428973291
"H1FX"	1.0549488718429e-07	0.38704606930975	0.987	0.973	0.00249083978130826
"LRPAP1"	1.05675070517769e-07	0.334877763788055	0.911	0.777	0.00249509408999506
"PRPF4B"	1.06841037766155e-07	0.263444201574761	0.981	0.835	0.00252262374269668
"GRB2"	1.12417053855405e-07	0.296294272773105	0.968	0.809	0.00265427905857996
"ARPC1B"	1.24719675203376e-07	0.343717449775448	0.924	0.777	0.00294475625122691
"MT1F"	1.24730822133526e-07	0.604669229634982	0.904	0.851	0.00294501944139468
"RBIS"	1.34397602695832e-07	0.253591532837807	0.994	0.989	0.00317326179725128
"DNTTIP1"	1.40287437762586e-07	0.314786311454406	0.783	0.559	0.00331232669301242
"TRAPPC3"	1.46924727818638e-07	0.284019984400652	0.93	0.787	0.00346903974852586
