"p_val"	"avg_logFC"	"pct.1"	"pct.2"	"p_val_adj"
"MT2A"	0	3.88700807324378	0.999	0.955	0
"MT1X"	0	3.03075958883422	0.979	0.846	0
"ZFAS1"	0	2.98774573479481	1	1	0
"KLF10"	0	2.7679934923384	0.999	0.071	0
"GADD45B"	0	2.75214589360067	0.99	0.099	0
"SNHG17"	0	2.72013733529195	1	0.489	0
"SNHG15"	0	2.46246499474986	1	0.844	0
"TXNIP"	0	2.45369064523716	0.993	0.533	0
"SNHG1"	0	2.40483129206522	1	0.767	0
"GAS5"	0	2.38273827907836	1	0.998	0
"NFKBIA"	0	2.18876678196154	0.994	0.959	0
"MT1F"	0	2.1512139358228	0.982	0.236	0
"JUNB"	0	2.0515532434426	0.994	0.902	0
"RSRC2"	0	1.97516472982099	1	0.957	0
"SNHG12"	0	1.95232972070437	0.977	0.113	0
"GATA2"	0	1.87178175741888	0.961	0.078	0
"HES1"	0	1.85546416984021	0.919	0.158	0
"SNAPC1"	0	1.85479896899878	0.952	0.178	0
"ID1"	0	1.82890237221409	0.999	0.998	0
"SNHG7"	0	1.78611044167982	1	0.986	0
"EPB41L4A-AS1"	0	1.76826950242011	1	0.752	0
"PPP1R15A"	0	1.73973617475534	0.988	0.103	0
"TAF1D"	0	1.71717233050218	0.998	0.849	0
"ATF4"	0	1.68942029574295	0.999	0.992	0
"ADM"	0	1.6684068875266	0.791	0.026	0
"CCNL1"	0	1.65093596927918	0.998	0.914	0
"SNHG8"	0	1.64545336673637	1	1	0
"EFNA1"	0	1.62413799981951	0.935	0.186	0
"TRA2B"	0	1.5683741581369	0.998	0.973	0
"EID2"	0	1.56565314312704	0.996	0.914	0
"DDIT3"	0	1.56180039185612	0.993	0.744	0
"ATF3"	0	1.56029265865244	0.887	0.046	0
"PDRG1"	0	1.53751866379503	0.99	0.175	0
"CENPL"	0	1.53183032639115	0.96	0.136	0
"PRPF38B"	0	1.52994535861328	1	0.923	0
"AC095055.1"	0	1.52958802134605	0.91	0.005	0
"ID3"	0	1.51414479717233	0.96	0.586	0
"ANKRD1"	0	1.49758878756433	0.81	0.033	0
"CSRNP1"	0	1.48964765251886	0.933	0.039	0
"RPL22L1"	0	1.46423434153846	0.997	0.982	0
"KLK15"	0	1.40744907185613	0.918	0.008	0
"CCN1"	0	1.40398958945728	0.991	0.846	0
"BRD2"	0	1.38841613495271	0.999	0.896	0
"TRA2A"	0	1.37567157624546	0.977	0.211	0
"EIF5"	0	1.36325939797277	1	0.995	0
"CLK4"	0	1.34990677881704	0.927	0.072	0
"SNHG6"	0	1.32924137337548	1	1	0
"NXF1"	0	1.3264618948383	0.952	0.126	0
"RBM39"	0	1.31360252297216	1	0.995	0
"CCNB1IP1"	0	1.31189537142803	0.999	0.969	0
"BRIX1"	0	1.29316304008685	1	0.989	0
"EPHA2"	0	1.28871870071476	0.989	0.929	0
"SNHG5"	0	1.27063509550852	1	0.999	0
"IL6"	0	1.26916954694031	0.82	0.021	0
"ZNF34"	0	1.26458463760521	0.862	0.031	0
"OSER1"	0	1.22180688829145	0.996	0.905	0
"ERVK3-1"	0	1.21959216972797	0.981	0.254	0
