"p_val"	"avg_logFC"	"pct.1"	"pct.2"	"p_val_adj"
"DIPK1B"	0	-0.817130854458303	0.038	0.763	0
"LMO3"	0	-0.876045105063808	0.023	0.73	0
"NUDT16"	0	-0.9584167786414	0.057	0.83	0
"TRHDE-AS1"	0	-1.15516213305802	0.097	0.925	0
"TENM3"	0	-1.17853398889954	0.107	0.927	0
"TMEM100"	0	-1.29709535774613	0.008	0.786	0
"IDH1"	0	-1.34620151413633	0.126	0.934	0
"CBR1"	0	-1.36291628093126	0.173	0.975	0
"RAB11FIP4"	0	-1.58348456685169	0.11	0.977	0
"CDH6"	0	-2.34657894479392	0.154	0.998	0
"PAX8"	7.38608044841473e-308	-1.79501438423169	0.332	1	1.7439274546752e-303
"TMCC3"	1.96950365961829e-307	-0.933243507458762	0.045	0.77	4.65019509072474e-303
"PRXL2A"	9.45848744848381e-305	-1.27206209112392	0.202	0.979	2.23324347146151e-300
"SOX17"	1.01147584842951e-304	-1.22297973812865	0.138	0.932	2.38819562572692e-300
"C19orf12"	1.03911464844383e-301	-1.03598158714905	0.142	0.938	2.45345359644072e-297
"ZBED2"	1.47620823008072e-300	-0.763580278259579	0.004	0.616	3.48547525204359e-296
"TSHR"	1.58430118033177e-300	-0.91298232231894	0.05	0.768	3.74069351688135e-296
"TMEM223"	7.00155935343535e-291	-0.999540463985972	0.124	0.915	1.65313817893962e-286
"RESF1"	9.36412135357562e-289	-0.91988797291215	0.074	0.815	2.21096269279274e-284
"SDF2L1"	1.00636049689789e-287	-1.13666764326298	0.163	0.944	2.3761177692256e-283
"EMX2OS"	1.21050399107531e-287	-0.993990722978963	0.095	0.844	2.85812097332792e-283
"SLC34A2"	1.30559328146414e-287	-1.35177363008616	0.176	0.959	3.08263629686497e-283
"GK5"	3.37498985116225e-279	-0.75837639157849	0.061	0.764	7.96868853757919e-275
"ZFYVE21"	3.16732385570006e-277	-0.778724379082427	0.058	0.751	7.47836835569341e-273
"TRHDE"	5.22563045128593e-276	-1.28223515458541	0.238	0.983	1.23382360585312e-271
"TP53INP1"	1.17275856017021e-275	-0.878424288450448	0.048	0.722	2.76900023641788e-271
"ZFAS1"	9.99314606047647e-271	2.78749206185715	1	1	2.3594817163391e-266
"MT2A"	1.54396795966158e-270	4.36046823193375	1	0.959	3.64546274955696e-266
"SNHG17"	2.83919884261036e-270	2.4569003575255	1	0.492	6.70363238728731e-266
"MICAL2"	9.76691620842459e-270	-0.948037497639914	0.123	0.875	2.30606658597113e-265
"MT1X"	2.45134313630369e-269	3.91133406938069	1	0.83	5.78786627912664e-265
"GADD45B"	4.44335052641069e-269	3.17676234409491	1	0.18	1.04911949279083e-264
"SNHG15"	9.32874836869288e-267	2.37799896304847	1	0.753	2.20261077733208e-262
"SNHG1"	1.74801277522758e-266	2.28478149366926	1	0.641	4.12723296358984e-262
"RSRC2"	2.80334573524087e-265	1.92830642848664	1	0.927	6.61897961547722e-261
"DCDC2"	1.43535814983759e-264	-1.01210518191834	0.163	0.919	3.38902412758153e-260
"ARHGAP29"	4.44721319589653e-264	-1.89625034262616	0.952	1	1.05003150768313e-259
"PGM2L1"	1.58098008508379e-263	-1.20395559753026	0.208	0.958	3.73285207889134e-259
"NECTIN3"	5.49701198467697e-263	-1.04632157622809	0.149	0.907	1.29789949970208e-258
