"p_val"	"avg_logFC"	"pct.1"	"pct.2"	"p_val_adj"
"AC095055.1"	1.70954838272246e-204	1.02783626885784	0.927	0.02	4.036414686446e-200
"KLF10"	6.40993458227659e-204	2.07947841551601	0.981	0.206	1.51344965422133e-199
"ZFAS1"	7.68277339399627e-200	2.41659817627216	1	1	1.81397962605646e-195
"SNHG17"	1.83364534451865e-198	1.93299150588877	0.997	0.516	4.32942002294299e-194
"SNHG1"	2.69648043679829e-197	1.90767622557189	1	0.673	6.36665995932445e-193
"MT2A"	3.0006105862552e-197	3.79965676511718	1	0.853	7.08474165520714e-193
"ARPC1B"	4.03976957858243e-196	-1.63804341669624	0.886	0.998	9.53829995199098e-192
"SNHG15"	1.99614251112385e-195	1.9555725090861	0.998	0.734	4.71309208301453e-191
"CDH6"	1.52815456844365e-194	-2.17967903240293	0.305	1	3.6081257515523e-190
"GADD45B"	3.49570178537582e-194	2.46311142442424	0.976	0.284	8.25370148545085e-190
"GATA2"	7.67411145302458e-193	1.63558193546786	0.981	0.223	1.81193445517363e-188
"RSRC2"	3.06087894264496e-192	2.08344965071845	0.998	0.931	7.22704127147901e-188
"PHGDH"	6.91147358106082e-192	-1.77389807962005	0.456	0.997	1.63186802722427e-187
"KLK15"	3.59799111163767e-191	0.900526811272607	0.884	0.022	8.49521681368771e-187
"RAB11FIP4"	2.04624296760045e-189	-1.6978897343278	0.127	0.966	4.83138427080143e-185
"IL6"	2.89654250206861e-189	1.10050864905008	0.91	0.045	6.83902650163421e-185
"IDH1"	4.21430656976432e-189	-1.58414384585839	0.132	0.969	9.95039924187053e-185
"ANKRD1"	2.06518692191293e-186	1.36291684929944	0.924	0.067	4.87611284132861e-182
"MT1X"	3.00795292363351e-186	3.02923811886345	0.988	0.648	7.10207764799108e-182
"GAS5"	4.37740705408727e-186	1.64345459895964	1	0.991	1.03354957954054e-181
"PAX8"	9.86431886355857e-186	-1.57119476185133	0.584	0.998	2.32906432687481e-181
"HSPA8"	1.25134767520672e-184	-1.36885242696989	0.979	1	2.95455699593058e-180
"EEF1A1"	7.29720868579996e-184	-1.01561781409302	1	1	1.72294394280423e-179
"FDPS"	3.60535122165477e-182	-1.33947836262587	0.948	1	8.51259476944907e-178
"NFKBIA"	1.70938873289509e-181	2.47092737593647	0.997	0.848	4.0360377372386e-177
"RPLP0"	6.37114544166029e-181	-1.04719161358783	1	1	1.50429115023041e-176
"MT1F"	1.86572898404041e-180	1.50722350165296	0.979	0.331	4.40517270421781e-176
"TPT1"	6.98431781125026e-180	-1.00454461209666	1	1	1.6490672784143e-175
"CXCL1"	1.33739163064491e-177	1.7010315915569	0.965	0.17	3.15771537911569e-173
"ATP5F1A"	1.67975322890756e-177	-1.20031741611245	0.899	1	3.96606534877363e-173
"JAK1"	3.24658936291589e-177	-1.43291897015144	0.489	0.997	7.66552214478072e-173
"NR1D1"	9.70800100784212e-177	0.998606855133022	0.86	0.033	2.2921561179616e-172
"EIF3K"	2.71468181455408e-176	-1.03248564622609	0.998	1	6.40963523234364e-172
"EIF5"	1.45192363409088e-175	1.13894876454065	0.998	0.992	3.42813689245197e-171
"IMPA2"	3.67641380839601e-175	-1.39557240845677	0.198	0.975	8.68038064300383e-171
"SLC34A2"	2.70952822949381e-174	-1.44529125349343	0.149	0.956	6.39746710265784e-170
"SNHG6"	1.03651604545566e-173	1.09054511087891	1	1	2.44731803492535e-169
"BEX3"	2.69336049462373e-173	-1.10530219924469	0.988	1	6.35929346385608e-169
"DDIT3"	2.88377591389292e-173	1.58972046022744	0.993	0.57	6.80888331029256e-169
"CSRNP1"	3.43288565308832e-173	1.00436941018025	0.931	0.117	8.10538631550683e-169
"SNHG12"	2.22673122110904e-172	1.3612920119282	0.972	0.298	5.25753508616056e-168
"ARHGAP29"	2.62486121041119e-171	-1.44377931493887	0.984	1	6.19755980390185e-167
"FDFT1"	1.38810763977538e-170	-1.30084796904477	0.224	0.97	3.27746094827366e-166
"ID2"	1.76358148418758e-170	1.90804432851162	0.99	0.681	4.16399224231529e-166
"NDUFS2"	2.06359892664883e-170	-1.23361873785391	0.302	0.988	4.87236342571055e-166
"PRXL2A"	1.04902790216053e-169	-1.31400111977341	0.22	0.986	2.47685977979122e-165
"EPRS"	1.38530959858207e-169	-1.29314972874186	0.626	1	3.27085449321212e-165
"TRHDE-AS1"	1.43516308848968e-169	-1.32533672844281	0.087	0.92	3.388563568233e-165
"ADM"	1.82819438188707e-169	1.27178493321063	0.898	0.077	4.31654975507357e-165
