"p_val"	"avg_logFC"	"pct.1"	"pct.2"	"p_val_adj"
"RPL39"	1.24414718518692e-99	0.289277575532724	1	1	2.93755591894483e-95
"RPS27"	1.19440564356546e-95	0.354516352600213	1	1	2.8201111650224e-91
"RPL37A"	1.31092495206582e-95	0.295071767000763	1	1	3.0952249043226e-91
"RPL37"	1.89336983229777e-93	0.289222590571202	1	1	4.47043551103826e-89
"RPS29"	4.0454415988125e-93	0.281247470628419	1	1	9.5516921589562e-89
"SCD"	2.84575531246661e-87	0.480637168565067	1	0.997	6.71911286826492e-83
"RPS21"	1.96140615296536e-81	0.268105556961276	1	1	4.63107606776651e-77
"RPL34"	2.18263070666753e-81	0.310091966339313	1	1	5.1534093615127e-77
"RPS28"	6.41488035667661e-80	0.27883148180806	1	1	1.51461740101491e-75
"TUBA1A"	4.1880319786825e-57	0.529186040534677	0.918	0.759	9.88836230486725e-53
"TMSB10"	7.69736447073e-50	0.259928635671044	1	1	1.81742472518406e-45
"SNHG5"	1.17606993036527e-45	0.288893008517708	0.998	0.997	2.77681871258544e-41
"LAMA3"	7.05865288769821e-42	-0.54133919256812	0.637	0.842	1.66661853331442e-37
"PEG10"	2.33522081819716e-40	0.418909858671982	0.952	0.836	5.51368987384532e-36
"UPK1B"	1.41759023668138e-36	-0.446838353469233	0.703	0.855	3.3470723078284e-32
"FADS2"	4.15616861699854e-34	0.356549472787689	0.952	0.9	9.81312972159526e-30
"C4orf48"	2.91270133520835e-28	0.264917880438316	0.98	0.922	6.87717912256044e-24
"GAS5"	1.1273444288334e-25	0.277465612817406	0.994	0.994	2.66177293091854e-21
"TXNIP"	2.24791496021608e-24	0.389099857008818	0.773	0.582	5.30755201256619e-20
"FASN"	4.05914767191722e-23	0.250558727755979	0.996	0.984	9.58405356816374e-19
"HMGCS1"	9.38081503314953e-23	0.347528104065583	0.996	0.98	2.21490423747694e-18
"FADS1"	9.59969608063214e-23	0.250422391590849	0.996	0.98	2.26658424159806e-18
"INSIG1"	2.17851616824859e-19	0.250288311313012	0.681	0.477	5.14369452485174e-15
"MAGED1"	8.38582643951658e-19	0.259628011219136	0.71	0.589	1.97997748063426e-14
"CLDN16"	9.85903237996014e-17	-0.292976877833171	0.333	0.512	2.32781613523239e-12
"LSS"	2.4156687062116e-16	0.266658836867699	0.669	0.548	5.70363538223622e-12
"CCND1"	2.58958195594646e-16	-0.283913301261209	0.796	0.888	6.11426195618519e-12
"MUC1"	2.03667764359303e-15	0.260511197655337	0.905	0.843	4.8087995842875e-11
"ANXA1"	1.08083080635707e-14	-0.266296880093525	0.882	0.935	2.55194961688968e-10
"MUC16"	1.73773724570974e-11	0.260196941248499	0.966	0.941	4.10297141084527e-07
"FST"	6.63548260758142e-09	0.304770196444181	0.296	0.193	0.000156670379847605
"CRYAB"	1.46481606407661e-06	-0.25782844039077	0.73	0.793	0.0345857720889128
"GPX3"	0.000341612603007993	0.267432774573788	0.922	0.911	1
