"p_val"	"avg_logFC"	"pct.1"	"pct.2"	"p_val_adj"
"CDH6"	1.97876196119268e-279	-2.5422976955568	0.275	0.991	4.67205486657203e-275
"ZFAS1"	1.37796361893708e-265	2.53374026694685	1	0.999	3.25350990067233e-261
"GAS5"	2.32650518115872e-260	1.89583038243577	1	0.984	5.49311138323386e-256
"SNHG17"	2.34030887807472e-259	2.37349884207009	0.995	0.562	5.52570329202222e-255
"ARPC1B"	4.74209430736719e-257	-1.68922671681697	0.641	1	1.11965588691247e-252
"PAX8"	1.01053958895573e-252	-1.7529578237707	0.419	0.993	2.38598502348337e-248
"SNHG15"	2.51370368352823e-252	2.31170044915037	0.996	0.741	5.9351057671785e-248
"PRXL2A"	6.00495303277069e-251	-1.52561157990085	0.278	0.975	1.41782946056749e-246
"SNHG1"	1.18528231824567e-249	2.27633362071013	0.995	0.679	2.79857008160986e-245
"MT-CO3"	1.63777286945702e-245	-1.99521951929675	0.999	1	3.86694552207498e-241
"RSRC2"	6.26383004494368e-243	1.80911694854625	0.997	0.909	1.47895291191165e-238
"JAK1"	5.45251430223994e-241	-1.49390641111908	0.555	0.993	1.28739315190187e-236
"MRPL12"	1.28350205234599e-240	-1.4406905353268	0.433	0.991	3.03047669579411e-236
"KLF10"	1.33664892467022e-240	2.60623061640108	0.959	0.278	3.15596177603886e-236
"MT-ND4"	2.67450699890052e-240	-1.79481898033034	0.998	1	6.31477847510402e-236
"TPT1"	7.29921236592188e-240	-0.989613566906527	1	1	1.72341703171781e-235
"MT-ATP6"	4.53285664879738e-238	-1.86481718031954	0.998	1	1.07025278334755e-233
"STUB1"	1.02215955804911e-237	-1.37945843165239	0.488	0.997	2.41342093250975e-233
"ARHGAP29"	5.07736625510033e-237	-1.57817435901538	0.948	1	1.19881694649174e-232
"MT-CYB"	2.15224694960964e-236	-1.61280915435991	0.998	1	5.08167027272331e-232
"PHGDH"	2.32815084280154e-236	-1.67738726307297	0.473	0.983	5.49699695493871e-232
"EPRS"	2.8211642838465e-235	-1.37256087353061	0.518	0.987	6.66105099058998e-231
"NDUFS8"	1.10503688925874e-234	-1.23059368803673	0.671	0.996	2.6091025992288e-230
"AURKAIP1"	1.58079261695834e-234	-1.20783434193347	0.976	1	3.73240944790034e-230
"RER1"	4.10370840965748e-233	-1.25652835202548	0.674	0.996	9.68926592604228e-229
"PGLS"	7.94307465975675e-232	-1.24455597213863	0.343	0.975	1.87543935791517e-227
"PPFIBP1"	9.69200227536614e-232	-1.42500608537144	0.752	0.997	2.2883786572367e-227
"EPB41L4A-AS1"	1.12297982642851e-231	1.3695156605918	0.995	0.745	2.65146766818034e-227
"EIF5"	2.23025528636147e-229	1.21858534682582	1	0.994	5.26585575662806e-225
"MT-CO1"	3.26389912413851e-228	-1.60931655408161	0.999	1	7.70639222200343e-224
"ATP5F1D"	2.11228512306381e-226	-1.26496828957823	0.682	0.997	4.98731640406597e-222
"RPS26"	3.8392974674866e-226	0.710238726104552	1	1	9.06496525048262e-222
"IDH1"	2.11295558332692e-225	-1.21430409913153	0.137	0.881	4.98889942779318e-221
"RAB11FIP4"	6.96869677535044e-225	-1.47687039352979	0.147	0.874	1.64537899562799e-220
"DYNC1H1"	1.45798189189677e-224	-1.31209020691526	0.43	0.986	3.44244104495747e-220
"RPL3"	1.48941854364906e-224	-0.730088540024223	1	1	3.5166661234098e-220
"MT-ND1"	1.08487137476993e-223	-1.52558363624754	0.992	1	2.56148980296928e-219
"RPLP0"	1.35403689665866e-223	-0.696484964370172	1	1	3.19701651670077e-219
"GADD45B"	1.47491112689927e-223	2.62305508479995	0.939	0.276	3.48241266172187e-219
"FDPS"	1.61552453093543e-223	-1.24087399604124	0.86	0.997	3.81441496999166e-219
"AP2M1"	2.08420826850943e-223	-1.10995862474794	0.792	0.999	4.92102414277761e-219
"LGALS3BP"	3.15574351879761e-223	-1.39900101675518	0.412	0.975	7.45102602223303e-219
"FAM207A"	5.21129237748814e-222	-1.15898611180199	0.152	0.897	1.23043824324873e-217
"NDUFB10"	8.60071637981085e-222	-0.902154323579541	0.996	1	2.03071514443714e-217
"MT-ND3"	1.00857521725214e-221	-1.41818285464245	0.997	1	2.38134694545404e-217
"HSPA8"	1.10395762887388e-221	-1.27378901395534	0.927	0.999	2.60655435753411e-217
"NTHL1"	4.58604572592385e-221	-1.21762279515043	0.487	0.987	1.08281125634788e-216
"PFDN2"	6.08312181817198e-220	0.996791216847888	1	0.993	1.43628589248859e-215
"EEF1A1"	2.34468877508534e-219	-0.710313360695924	1	1	5.53604466685399e-215
"SLC50A1"	6.613121847124e-219	-1.20681168823339	0.398	0.975	1.56142419932445e-214
"RPL28"	7.26123742797261e-219	-0.741338672982788	1	1	1.71445076911861e-214
"MT-CO2"	7.64331366218045e-219	-1.33223692590119	1	1	1.80466278877743e-214
"EIF3K"	1.10340273689752e-218	-0.933297295941693	0.987	1	2.60524420208874e-214
"BEX3"	1.30334425832696e-218	-1.17253960594928	0.92	0.999	3.07732612833579e-214
"CBR1"	1.46582296089264e-218	-1.16809600206656	0.297	0.954	3.46095459296361e-214
