"p_val"	"avg_logFC"	"pct.1"	"pct.2"	"p_val_adj"
"CDH6"	0	-2.56463069562129	0.165	0.996	0
"ZFAS1"	4.65925045837188e-299	2.6796775196983	1	1	1.10009562572618e-294
"ARHGAP29"	1.78763367825424e-297	-2.31604998066149	0.829	1	4.22078187772608e-293
"SNHG7"	1.56590231433425e-296	2.15119403977183	1	0.915	3.69725195437459e-292
"GAS5"	2.60684026942245e-296	2.42453840514679	1	0.976	6.15501056013334e-292
"RPS26"	3.84545701254891e-295	1.08232578897019	1	1	9.07950855232924e-291
"ATP6V0B"	1.23751887725834e-290	1.20422031352761	1	0.993	2.92190582109467e-286
"ATP5F1D"	1.77050321094779e-289	-1.54572518704809	0.654	1	4.18033513136883e-285
"SNHG17"	3.95560583722863e-289	2.26495381313416	0.993	0.533	9.33958094228051e-285
"RPS9"	6.55910401215632e-287	0.895235024724022	1	1	1.54867004831023e-282
"MT2A"	1.34696949912441e-286	3.55447210150571	0.996	0.84	3.18032968438265e-282
"RPS15"	2.29824418229408e-286	0.77163732900262	1	1	5.42638433881456e-282
"EPB41L4A-AS1"	2.47883125576088e-286	1.63012356760191	0.993	0.58	5.85276847797701e-282
"SPON1"	6.1836303426973e-286	-1.81848468127649	0.542	0.998	1.46001696021426e-281
"TPT1"	1.4327693869952e-283	-1.02493795917079	1	1	3.38291179963437e-279
"PAX8"	1.05353169872119e-282	-1.69427865443562	0.331	0.999	2.48749369385061e-278
"MT-CO3"	2.85330355151253e-282	-1.89441509649631	1	1	6.73693501547622e-278
"TRHDE"	1.66775023307033e-274	-1.48974440557205	0.326	0.985	3.93772507530237e-270
"MYO10"	1.62874666043281e-273	-1.50471672939911	0.551	0.996	3.84563373994792e-269
"HSPA8"	6.61247905523438e-273	-1.48211703601622	0.888	0.999	1.56127242973139e-268
"MT-ATP6"	5.65191814131373e-272	-1.73745725032215	0.999	1	1.33447439234558e-267
"RPL23A"	1.79439900594204e-271	0.845919482240997	1	1	4.23675549292975e-267
"MT-ND4"	1.83696267821626e-271	-1.65880006973792	1	1	4.33725257953641e-267
"RAB11FIP4"	3.13547950641983e-271	-1.67476473127813	0.164	0.943	7.40318066260786e-267
"CHCHD10"	4.68444409291635e-271	-1.52738202557242	0.659	0.998	1.10604409477848e-266
"EIF3K"	4.97080072126876e-271	-1.04678529975939	0.992	1	1.17365575829877e-266
"RPL38"	1.08330058104599e-270	0.780654354069055	1	1	2.55778100190768e-266
"SCD"	1.29359828601347e-269	-1.66935749151797	0.674	0.996	3.0543149131064e-265
"MT-CYB"	4.71358336695902e-269	-1.48865763509992	0.999	1	1.1129241687727e-264
"PHGDH"	4.98627878445652e-269	-1.50855867006443	0.711	0.997	1.17731028379803e-264
"SIRT7"	7.18142729770525e-268	1.31635465355614	0.998	0.664	1.69560679926119e-263
"RPL10A"	9.46887851565276e-268	-0.845580009500539	1	1	2.23569690633077e-263
"MT-ND3"	1.38020929069164e-267	-1.46148957224618	1	1	3.25881215625203e-263
"CNBP"	7.74042311521226e-267	1.00542759501548	1	1	1.82759130173277e-262
"PDRG1"	1.04299943849498e-265	1.34066025592566	0.982	0.457	2.46262597423051e-261
"CD47"	2.48931920321876e-264	-1.20777625444647	0.996	1	5.87753157071981e-260
"CCNB1IP1"	3.97635055150808e-264	1.44509528402227	0.998	0.875	9.38856128716573e-260
"ARPC1B"	7.12834023700709e-264	-1.33586077824447	0.815	0.998	1.68307241335974e-259
"MT1F"	8.67516403027879e-264	2.03186843075885	0.968	0.439	2.04829297918912e-259
"SNHG6"	1.99962325668343e-263	1.04801866191088	1	1	4.72131047135524e-259
"RER1"	7.42531992151806e-263	-1.18377167245493	0.727	1	1.75319228666963e-258
"SLC34A2"	8.05598888799094e-263	-1.50822676179948	0.124	0.924	1.90209953634354e-258
"PPFIBP1"	4.34486949363879e-262	-1.41929292005935	0.729	0.997	1.02586713614305e-257
"RPLP0"	1.19174920102232e-261	-0.668729421477155	1	1	2.81383903853379e-257
"BMP7"	1.89436441316379e-261	-1.47622677328793	0.718	0.995	4.47278381592102e-257
"RPL24"	4.76921688363531e-261	0.676995377200169	1	1	1.12605979839513e-256
"EEF1A1"	7.15262762756234e-261	-0.685248786176517	1	1	1.68880690914374e-256
"SNRPE"	1.91717744324281e-260	0.971591733454257	1	0.999	4.52664766124061e-256
"PRXL2A"	7.40401378366358e-260	-1.2860028319622	0.444	0.988	1.74816169446081e-255
"PFDN4"	1.00664189873016e-259	1.04609645705658	1	0.963	2.37678218709179e-255
"TIMM17A"	8.25711059212587e-259	0.948713994533428	1	0.982	1.94958638190684e-254
"MT-ND1"	3.44451561867029e-258	-1.45665863555181	0.999	1	8.13284582724242e-254
"EIF4G2"	1.43172752523772e-257	-1.02400232110525	0.992	1	3.38045185983878e-253
"FDPS"	3.91506912988645e-257	-1.18691399590808	0.932	1	9.2438697225749e-253
"PFDN2"	5.41097548596765e-257	0.982954602380805	1	0.998	1.27758542199182e-252
"EPRS"	8.36093248838179e-257	-1.21782947410225	0.677	0.999	1.97409976983182e-252
"EIF5"	1.44656606692012e-256	1.16952780848425	1	0.993	3.4154871406051e-252
"SNHG5"	3.39296902008862e-256	0.98866663428852	1	0.996	8.01113915333125e-252
"RSF1"	4.32174030362102e-256	1.01411142750705	1	1	1.02040610308796e-251
"MT-CO1"	1.34014460502527e-255	-1.37495355850858	1	1	3.16421542692516e-251
"JAK1"	2.83660017665324e-255	-1.33668472225514	0.611	0.985	6.69749667709595e-251
"NUDT16L1"	3.0163287560245e-255	1.37528321850496	0.986	0.635	7.12185382584944e-251
"PGLS"	4.39873234229343e-255	-1.22429370170631	0.38	0.978	1.0385846933389e-250
"SF3B6"	4.82015744070839e-254	0.789618219563067	1	1	1.13808737332566e-249
"DGUOK"	1.86825864774659e-253	1.00720305864723	1	0.933	4.41114549319446e-249
"TENM3"	5.26369788739132e-253	-1.26162785764631	0.216	0.939	1.24281170819196e-248
"LGALS3BP"	8.8659160202674e-253	-1.32411361611776	0.488	0.989	2.09333143154534e-248
"SNHG29"	3.04649165273838e-252	0.949261698358423	1	1	7.19307144128058e-248
"TM7SF2"	3.63170978040205e-252	-1.33051445363277	0.424	0.979	8.57482996250727e-248
"MGMT"	1.90646625663809e-251	-1.17500439627077	0.514	0.992	4.50135747854819e-247
"MRPL12"	3.02866565663506e-251	-1.3320405019462	0.593	0.992	7.15098248188105e-247
"BEX3"	4.40663081471776e-251	-0.963064803583411	0.99	1	1.04044960166301e-246
"HMGCS1"	3.43948247632226e-250	-1.69725617844673	0.404	0.96	8.1209620748445e-246
"MT-ND5"	5.6145953030765e-249	-1.51141257126115	0.907	0.999	1.32566209700939e-244
"MT1X"	1.14921961950579e-248	3.0234498997075	0.974	0.656	2.71342244361513e-244
"POLR2L"	3.1439694313152e-248	0.959756266043379	0.999	0.997	7.42322622427831e-244
"RSRC2"	4.61848075466942e-248	1.53585274291635	0.996	0.933	1.090469490985e-243
"IDH1"	3.1195384531022e-247	-1.34120103833887	0.203	0.92	7.36554224161961e-243
"MT-CO2"	4.30366830483141e-247	-1.14218717818452	1	1	1.01613912345375e-242
"TXNIP"	1.75420789756801e-246	2.26601136393245	0.958	0.376	4.14186026694784e-242
"HDLBP"	3.8141141588371e-246	-1.11030315986794	0.731	0.996	9.00550494043027e-242
"COPS9"	7.73768318058773e-246	0.791905315441053	1	0.996	1.82694437576857e-241
"PRPF38B"	8.32362613265975e-245	1.28689578854265	0.999	0.844	1.96529136618229e-240
"RAI14"	3.57561554751467e-244	-1.19360548870307	0.855	0.999	8.44238586923688e-240
"NMU"	6.16124302220455e-244	-1.79076896642585	0.703	0.994	1.45473108997272e-239
"RPF2"	5.07495530281405e-243	1.16092451971446	0.99	0.788	1.19824769654742e-238
"SNHG15"	1.04503687621858e-240	1.92732638413427	0.974	0.688	2.46743656843969e-236
"IMPA2"	3.90185953318777e-240	-1.27619431737278	0.472	0.972	9.21268054380965e-236
"RBM39"	4.13479966445048e-240	1.03720804656485	1	0.991	9.76267548773402e-236
"ARL6IP4"	6.92543116164156e-240	-0.995776093497128	0.856	0.999	1.63516355157519e-235
"SON"	5.92618983437868e-239	0.844573564639846	1	0.995	1.39923268179515e-234
"FIBP"	1.0450453343034e-238	-1.05093281748523	0.707	0.995	2.46745653882376e-234
"FAM207A"	1.04005452853037e-237	-1.1473201354794	0.225	0.924	2.45567274731305e-233
"SNHG1"	1.73091546735839e-237	1.93815339193573	0.97	0.719	4.08686450997989e-233
"MT-ND2"	2.2516980491685e-236	-1.34918485233057	0.996	1	5.31648426389175e-232
"GATA2"	5.17353979409315e-236	1.50933012477461	0.906	0.226	1.22152448078333e-231
"NTHL1"	1.19126137101597e-235	-1.13437534247505	0.556	0.991	2.81268722310581e-231
"RNASEH2C"	4.50144231195297e-235	-1.16800589822426	0.521	0.974	1.06283554427522e-230
"CCDC58"	6.95886346420451e-235	1.06191256771233	0.994	0.827	1.64305725253333e-230
"CYBA"	9.82931053689419e-235	-0.975294818350369	0.961	1	2.32079851086609e-230
"CKS1B"	1.48616803192598e-234	0.818586914954206	1	0.999	3.50899134018044e-230
"HMGN2"	1.52319295203875e-234	0.916414425277982	1	0.992	3.59641087905868e-230
"BRIX1"	2.51296153560833e-234	1.12983912942652	1	0.946	5.93335348172484e-230
"RPP30"	1.53025424183054e-233	1.0188493613043	0.998	0.772	3.61308329038608e-229
"METRN"	1.80432395853488e-233	-1.31356980168709	0.371	0.953	4.2601892984967e-229
"DCDC2"	7.40395592078505e-233	-1.1790289649622	0.226	0.917	1.74814803245656e-228
"NDUFS8"	3.28173150121645e-232	-0.92830089969088	0.87	1	7.74849624752217e-228
"FASN"	4.44021973280948e-232	-1.20947600558282	0.702	0.987	1.04838028111365e-227
"FAM162A"	1.28575429190878e-231	-0.901116272473466	0.949	1	3.03579445862582e-227
"RSL1D1"	2.31468544843863e-231	0.898890228937818	0.998	0.901	5.46520381230846e-227
"ATP5F1A"	2.51918571882144e-231	-0.937155402562909	0.862	0.995	5.94804940070931e-227
"SNHG9"	8.93422140036023e-231	1.44062324785463	0.994	0.844	2.10945901483905e-226
"TUBB"	5.85744407089596e-230	-0.896882581256635	0.998	1	1.38300111957924e-225
"EIF4A1"	1.54642266885037e-229	0.790558797108423	1	1	3.65125856342262e-225
"CCNI"	3.2770877606851e-229	-0.860092841219798	0.981	1	7.73753191175359e-225
"EMC8"	3.69075045495229e-229	0.953334003654509	0.995	0.756	8.71423089918784e-225
"COX6A1"	5.02636520013484e-229	0.529018983023003	1	1	1.18677508740384e-224
