"p_val"	"avg_logFC"	"pct.1"	"pct.2"	"p_val_adj"
"BABAM1"	2.67086262791721e-61	0.396369788101328	0.665	0.144	6.30617375077532e-57
"COQ5"	3.63578343407457e-58	0.347776695699679	0.667	0.153	8.58444826619348e-54
"IFT43"	1.32973454421416e-57	0.407510005738211	0.694	0.175	3.13963623234404e-53
"AGTRAP"	2.55882693353246e-57	0.392680730230341	0.809	0.246	6.0416462727635e-53
"UROS"	3.2477585802818e-56	0.414941762347889	0.696	0.187	7.66828278390336e-52
"YEATS4"	7.15811593060307e-56	0.418869336279777	0.741	0.21	1.69010275237469e-51
"MFAP1"	2.06898980504705e-54	0.424116452812646	0.761	0.237	4.88509182869658e-50
"TMEM115"	4.25069066667074e-54	0.375116752784141	0.757	0.246	1.00363057330763e-49
"PGS1"	1.16065907935629e-53	0.362702622048347	0.737	0.217	2.74043215226814e-49
"AC100800.1"	6.01207732511723e-53	-0.434454951750509	0.137	0.622	1.41951157723343e-48
"ACOT8"	3.76535638949001e-52	0.373733667872624	0.669	0.175	8.89038297122486e-48
"METTL23"	4.3953585217536e-52	0.371524335200335	0.68	0.18	1.03778810057124e-47
"METRNL"	8.32549867425905e-52	0.457610955724344	0.748	0.225	1.9657334919793e-47
"SNX2"	1.18075565550888e-51	0.406341813736361	0.705	0.205	2.78788217822201e-47
"RASSF1"	9.9419739200993e-51	0.361091455250825	0.75	0.232	2.34739946227465e-46
"PKN1"	1.12514470713975e-49	0.388341591395098	0.754	0.236	2.65657916802767e-45
"GLIS2"	3.48485447133338e-49	0.390162244860092	0.716	0.22	8.22808989226525e-45
"PRPF19"	1.57877170252e-48	0.390762810841962	0.788	0.272	3.72763786681998e-44
"GYG1"	4.95403565046145e-48	0.350682844435658	0.714	0.225	1.16969735743045e-43
"NSFL1C"	1.35833073868189e-47	0.35805614972941	0.7	0.208	3.2071547071018e-43
"FAM192A"	1.65180196475989e-47	0.392562441862878	0.644	0.184	3.90006961899458e-43
"PUSL1"	1.75038542720669e-47	0.37878741276264	0.608	0.154	4.13283503217773e-43
"MIB2"	1.93636222027695e-47	0.474418386660595	0.79	0.279	4.5719448382959e-43
"SPNS1"	3.57663591998782e-47	0.34412949582207	0.631	0.172	8.44479507068325e-43
"RANGAP1"	5.48072937928605e-47	0.411908814417439	0.75	0.253	1.29405501374323e-42
"ERG28"	2.05937679206649e-46	0.312528818139738	0.82	0.347	4.86239454374819e-42
"PRRX2"	2.68529547326679e-46	0.360997603543158	0.664	0.192	6.34025114193021e-42
"FRG1"	3.47468936380793e-46	0.374185901847929	0.768	0.263	8.20408905688691e-42
"KAZN"	2.14699816118289e-45	0.353897179616798	0.694	0.21	5.06927735836892e-41
"FAM50A"	5.72929277556978e-45	0.414456111622856	0.835	0.331	1.35274331723978e-40
"RPL39L"	6.2522961555091e-45	0.338104062228798	0.698	0.236	1.47622964527725e-40
"ORMDL2"	7.09778335524037e-45	0.345111501817084	0.761	0.263	1.6758576280058e-40
"C7orf50"	1.18943490184528e-44	0.354839505934546	0.815	0.3	2.80837474674689e-40
"CCNK"	1.51126559747908e-44	0.346030065000752	0.655	0.194	3.56824920220787e-40
"HMGXB3"	1.58431604421575e-44	0.313535305298761	0.714	0.227	3.7407286119978e-40
"RHOG"	2.90804183581866e-44	0.326648192861336	0.691	0.22	6.86617757855144e-40
"PEF1"	3.44818592719115e-44	0.344600037907571	0.572	0.154	8.14151179269103e-40
"MAEA"	6.50012559661094e-44	0.35400048588711	0.734	0.265	1.53474465461581e-39
"COMMD5"	1.44268512054272e-43	0.331002982663705	0.644	0.199	3.40632383811341e-39
